kod,pkod,naz,dop,pro,typ,mjd,mj,tbal,vyr,zem,ohl,uhr1,lim1,ome1,uhr2,lim2,ome2,uhr3,lim3,ome3,mfc,dnc,uhs,upo,uhp,udoks,udo,skp,dat,kat,rp1,rp2,rp3,rp4,rp5,riziko,typ_pomucky,vek_od,vek_do,kod_sklo
5007326,0171954,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ AUDIFON SINO R HE S,"ZTRÁTY DO 90 DB, 9 KANÁLŮ, RITE TECHNOLOGIE",P,08,1,ks,ks,962,DE,audifon s.r.o.,6233.02,,"FON, ORL",0.00,,,0.00,,,6233.02,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007325,0171953,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ AUDIFON SINO P,"ZTRÁTY DO 115 DB, 9 KANÁLŮ",P,08,1,ks,ks,962,DE,audifon s.r.o.,5259.12,,"FON, ORL",0.00,,,0.00,,,5259.12,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007324,0171952,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ AUDIFON SINO XS,"ZTRÁTY DO 95 DB, 9 KANÁLŮ",P,08,1,ks,ks,962,DE,audifon s.r.o.,5259.12,,"FON, ORL",0.00,,,0.00,,,5259.12,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007323,0172364,PURE 1PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 16 KANÁLOVÉ S REPRODUKTORKEM VE ZVUKOVODU,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,7791.29,,FON,0.00,,,0.00,,,7791.29,,08.01.01.01,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007322,0172364,PURE 1PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 16 KANÁLOVÉ S REPRODUKTORKEM VE ZVUKOVODU,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,7791.29,,FON,0.00,,,0.00,,,7791.29,,08.01.01.02,,,2,60,S,2019-10-01,,,,,,,R,,,,
5007152,0170823,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ AUDIFON LIBRA P,"ZTRÁTY DO 115 DB,8 KANÁLŮ",P,08,1,ks,ks,962,DE,audifon s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,8375.64,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007150,0172181,MOTION SP 5PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 32 KANÁLOVÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,9739.52,,FON,0.00,,,0.00,,,20452.18,,08.01.01.01,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007149,0171599,URIMED B´BAGS NESTRILNÍ,"URINÁLNÍ SÁČEK, 2 L, 90 CM, S VÝPUSTÍ, ANTIREFLUXNÍ CHLOPEŇ, 30 KS",P,02,30,ks,bal,TEC,ES,B. Braun Medical s.r.o.,739.20,,"GER, GYN, PED, NEF, NEU, INT, ONK, PRL, SLO, CHI, URN, SDP",0.00,,,0.00,,,739.20,,02.02.02.01,,,,,,2019-10-01,,,,,,,,,,,
5007148,0172181,MOTION SP 5PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 32 KANÁLOVÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,20452.18,,08.01.01.04,,,2,60,S,2019-10-01,,,,,,,R,,,,
5007147,0082806,KANYLA TRACHEOSTOMICKÁ PVC DURACUFF SUCTION VOICE S ŘEČOVOU CHLOPNÍ,"13042, MANŽ.,ODSÁV., 2 VNITŘ. KAN., 15MM , VEL7-12",P,10,1,ks,ks,FAH,DE,Lindcare CZ s.r.o.,1752.80,,"FON, ORL, PNE",0.00,,,0.00,,,2030.96,,10.05.01.07,,,6,12,,2019-10-01,,,,,,,,,,,
5007146,0172180,MOTION SP 7PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 48 KANÁLOVÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,9739.52,,FON,0.00,,,0.00,,,28243.47,,08.01.01.02,,,2,60,S,2019-10-01,,,,,,,R,,,,
5007145,0172180,MOTION SP 7PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 48 KANÁLOVÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,9739.52,,FON,0.00,,,0.00,,,28243.47,,08.01.01.01,,,1,60,S,2019-10-01,,,,,,,R,,,,
5006971,0169300,HYALECASAN,"120G, TUBA S APLIKÁTOREM, KAT.ČÍSLO 0739",P,01,120,g,bal,NWM,CZ,NewWaterMeaning s.r.o.,1308.98,Z,,0.00,,,0.00,,,1308.98,,01.02.03.04,,,,,,2019-10-01,,,,,,,,,,,
5006970,0063671,PUSH CARE KNEE BRACE,VEL.: 1 - 5,P,04,1,ks,ks,907,NL,G.P.S. Ofa s.r.o.,584.64,,"ORP, NEU, ORT, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,1222.81,,04.04.02.06,,,1,12,,2025-12-01,,,,,,,,,,,
5006969,0063670,PUSH CARE ANKLE BRACE,"VEL.: 1 - 5, PRAVÁ NEBO LEVÁ",P,04,1,ks,ks,907,NL,G.P.S. Ofa s.r.o.,730.24,,"DIA, ORP, NEU, ORT, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,945.95,,04.04.01.03,,,1,12,,2025-12-01,,,,,,,,,,,
5006967,0063676,PUSH MED ANKLE BRACE,"VEL.: 1 - 5, PRAVÁ NEBO LEVÁ",P,04,1,ks,ks,907,NL,G.P.S. Ofa s.r.o.,730.24,,"DIA, ORP, NEU, ORT, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,1585.92,,04.04.01.03,,,1,12,,2025-12-01,,,,,,,,,,,
5006966,0004185,BORT SELLAFIX N METACARPUS SPLINT,ORTÉZA PALCE SELLAFIX N  112 040,P,04,1,ks,ks,BOR,DE,DVORT spol.s r.o.,243.04,,"ORP, NEU, ORT, PRL, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,810.44,,04.03.01.01,,,1,12,,2019-10-01,,,,,,,,,,,
5006964,0140266,PUSH MED AEQUI FLEX,"VEL 1-3, PRAVÁ NEBO LEVÁ",P,04,1,ks,ks,907,NL,G.P.S. Ofa s.r.o.,730.24,,"DIA, ORP, NEU, ORT, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,1691.24,,04.04.01.03,,,1,12,,2025-12-01,,,,,,,,,,,
5006963,0063677,PUSH MED KNEE BRACE,VEL.: 1 - 5,P,04,1,ks,ks,907,NL,G.P.S. Ofa s.r.o.,1557.92,,"ORP, NEU, ORT, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,2123.60,,04.04.02.05,,,1,12,,2025-12-01,,,,,,,,,,,
5006962,0168409,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ PROGRAMOVATELNÉ,"AUDIFON ARRIVA S+ ČTYŘKANÁLOVÉ, ZTRÁTY DO 75 DB",P,08,1,ks,ks,962,DE,audifon s.r.o.,3798.24,,"FON, ORL",0.00,,,0.00,,,3798.24,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5006961,0063678,PUSH MED PATELLA BRACE,UNIVERZÁLNÍ VELIKOST,P,04,1,ks,ks,907,NL,G.P.S. Ofa s.r.o.,175.84,,"ORP, NEU, ORT, PRL, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,631.94,,04.04.02.07,,,1,12,,2025-12-01,,,,,,,,,,,
5006960,0172649,KANYLA TRACHEOSTOMICKÁ SILIKONOVÁ LARYNGOTEC KOMBI,"14920, FENESTR., BEZ VNITŘ.KANYLY, VEL. 7-13",P,10,1,ks,ks,FAH,DE,Lindcare CZ s.r.o.,437.92,,"FON, ORL, PNE",0.00,,,0.00,,,2122.86,,10.05.01.02,,,2,1,,2019-10-01,,,,,,,,,,,
5006959,0063679,PUSH MED BACK BRACE,VEL.: 1 - 5,P,04,1,ks,ks,907,NL,G.P.S. Ofa s.r.o.,682.08,,"ORP, NEU, ORT, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,3397.57,,04.02.04.01,,,1,12,,2025-12-01,,,,,,,,,,,
5006957,0063680,PUSH MED SHOULDER BRACE,VEL.: 1 - 2,P,04,1,ks,ks,907,NL,G.P.S. Ofa s.r.o.,560.00,,"ORP, NEU, ORT, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,907.80,,04.03.04.03,,,1,12,,2025-12-01,,,,,,,,,,,
5006956,0063681,PUSH MED NECK BRACE,"VEL.: 1 - 2, VÝŠKA 8 CM NEBO 10 CM",P,04,1,ks,ks,907,NL,G.P.S. Ofa s.r.o.,331.52,,"ORP, NEU, ORT, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,1310.06,,04.01.02.01,,,1,12,,2025-12-01,,,,,,,,,,,
5006955,0063682,PUSH MED ELBOW EPI BRACE,UNIVERZÁLNÍ VELIKOST,P,04,1,ks,ks,907,NL,G.P.S. Ofa s.r.o.,175.84,,"ORP, NEU, ORT, PRL, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,806.49,,04.03.03.04,,,1,12,,2025-12-01,,,,,,,,,,,
5006954,0063683,PUSH MED ELBOW BRACE,VEL.: 1 - 5,P,04,1,ks,ks,907,NL,G.P.S. Ofa s.r.o.,389.76,,"ORP, NEU, ORT, PRL, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,1749.42,,04.03.03.03,,,1,12,,2025-12-01,,,,,,,,,,,
5006953,0004178,BORT POSTOBAN SOFT,PÁS BŘIŠNÍ A HRUDNÍ POSTOBAN SOFT 104 100,P,04,1,ks,ks,BOR,DE,DVORT spol.s r.o.,389.76,,"PED, ORP, NEU, ORT, PRL, REH, CHI, REV",0.00,,,0.00,,,894.61,,04.02.06.01,,,1,12,,2019-10-01,,,,,,,,,,,
5006951,0140414,PUSH ORTHO THUMB BRACE CMC,VEL.: 1 - 3 PRAVÁ NEBO LEVÁ,P,04,1,ks,ks,907,NL,G.P.S. Ofa s.r.o.,243.04,,"ORP, NEU, ORT, PRL, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,983.03,,04.03.01.01,,,1,12,,2025-12-01,,,,,,,,,,,
5006687,0169150,PODLOŽKA 2D NATURA KONVEXNÍ TVAROVATELNÁ,"57/33-45 MM, 5 KS",P,03,5,ks,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,1461.60,,"PED, GER, ONK, NEF, INT, CHI, URN, PRL, SDP, SLO",0.00,,,0.00,,,1461.60,,03.03.01.03,,,10,1,,2019-10-01,,,,,,,,,,,
5006686,0169151,AQUACEL FOAM NEADHEZIVNÍ,"5X5 CM, PĚNOVÉ KRYTÍ, 10 KS",P,01,250,cm2,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,487.20,Z,,0.00,,,0.00,,,487.20,,01.02.07.03,,,,,,2019-10-01,,,,,,,,,,,
5006685,0169788,TĚSNICÍ KROUŽEK STOMAHESIVE,"48 MM, 10 KS",P,03,10,ks,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,1075.17,,"PED, GER, ONK, NEF, INT, PRL, CHI, URN, SDP, SLO",0.00,,,0.00,,,1075.17,,03.08.01.05,,,60,1,,2019-10-01,,,,,,,,,,,
5006684,0169775,AQUACEL AG FOAM NEADHEZIVNÍ,"5X5 CM, PĚNOVÉ KRYTÍ S TECHNOLOGIÍ HYDROFIBER A SE STŘÍBREM, 10 KS",P,01,250,cm2,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,700.00,Z,,0.00,,,0.00,,,700.00,,01.02.07.08,,,,,,2019-10-01,,,,,,,,,,,
5006683,0082650,SÁČEK 2D NATURA+ UZAVŘENÝ,"70 MM, BÉŽOVÝ, STANDARD, FILTR, 30 KS",P,03,30,ks,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,1612.77,,"GER, PED, ONK, NEF, INT, PRL, SDP, SLO, CHI, URN",0.00,,,0.00,,,1612.77,,03.03.03.01,,,120,1,,2019-10-01,,,,,,,,,,,
5006682,0170806,SÁČEK 1D ESTEEM+ TVAROVATELNÝ UZAVŘENÝ,"30-40 MM, BÉŽOVÝ, S OKÉNKEM, STANDARD, FILTR, 30 KS",P,03,30,ks,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,2352.00,,"GER, PED, NEF, INT, ONK, PRL, SDP, SLO, CHI, URN",0.00,,,0.00,,,2352.00,,03.01.02.01,,,60,1,,2020-04-01,,,,,,,,,,,
5006681,0093223,PÁS BEDERNÍ S VÝZTUHAMI PAN 3.06,NEOPRENOVÝ,P,04,1,ks,ks,PAO,CZ,PANOP CZ s.r.o.,682.08,,"ORP, NEU, ORT, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,880.48,,04.02.04.01,,,1,12,,2026-02-01,,,,,,,,,,,
5006680,0170952,SÁČEK 2D NATURA+ VÝPUSTNÝ,"45 MM, PRŮHLEDNÝ, STANDARD, FILTR, 10 KS",P,03,10,ks,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,974.38,,"GER, PED, ONK, NEF, INT, PRL, SDP, SLO, CHI, URN",0.00,,,0.00,,,974.38,,03.03.02.01,,,60,1,,2026-01-01,,,,,,,,,,,
5006679,0063752,SEDAČKA POJÍZDNÁ DĚTSKÁ TYP KLÁRKA,"STAVITELNÝ SEDÁK, OPĚRKA ZAD, RUKOU A NOHOU, MEZINOŽNÍ KLÍN,OPĚRKA HLAVY",P,07,1,ks,ks,REP,CZ,REPO s.r.o.,13788.49,Z,"NEU, ORT, REH",0.00,,,0.00,,,13788.49,,07.05.02.01,R,,1,84,,2019-10-01,,,,,,,,,,,
5006678,0170950,SÁČEK 2D NATURA+ VÝPUSTNÝ,"70 MM, PRŮHLEDNÝ, STANDARD, FILTR, 10 KS",P,03,10,ks,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,974.38,,"GER, PED, ONK, NEF, INT, PRL, SDP, SLO, CHI, URN",0.00,,,0.00,,,974.38,,03.03.02.01,,,60,1,,2026-01-01,,,,,,,,,,,
5006677,0169583,AQUACEL EXTRA,"5X5 CM, KRYTÍ S TECHNOLOGIÍ HYDROFIBER, 10 KS",P,01,250,cm2,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,414.40,Z,,0.00,,,0.00,,,414.40,,01.02.06.01,,,,,,2019-10-01,,,,,,,,,,,
5006676,0082652,SÁČEK 2D NATURA+ VÝPUSTNÝ,"38 MM, BÉŽOVÝ, STANDARD, FILTR, 10 KS",P,03,10,ks,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,974.38,,"GER, PED, ONK, NEF, INT, PRL, SDP, SLO, CHI, URN",0.00,,,0.00,,,974.38,,03.03.02.01,,,60,1,,2026-01-01,,,,,,,,,,,
5006675,0093222,PÁS BEDERNÍ S VÝZTUHAMI PAN 3.05,VYSOKÝ S NASTAVENÍM TAHU,P,04,1,ks,ks,PAO,CZ,PANOP CZ s.r.o.,682.08,,"ORP, NEU, ORT, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,1070.18,,04.02.04.01,,,1,12,,2026-02-01,,,,,,,,,,,
5006674,0169780,AQUACEL AG FOAM ADHEZIVNÍ,"8X8 CM, PĚNOVÉ KRYTÍ S TECHNOLOGIÍ HYDROFIBER A SE STŘÍBREM, 10 KS",P,01,640,cm2,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,1329.32,Z,,0.00,,,0.00,,,1329.32,,01.02.07.09,,,,,,2026-01-01,,,,,,,,,,,
5006673,0093221,PÁS BEDERNÍ S VÝZTUHAMI PAN 3.04,VYSOKÝ S KŘÍŽENÝM TAHEM,P,04,1,ks,ks,PAO,CZ,PANOP CZ s.r.o.,682.08,,"ORP, NEU, ORT, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,882.70,,04.02.04.01,,,1,12,,2026-02-01,,,,,,,,,,,
5006671,0170817,PODLOŽKA 2D NATURA PLOCHÁ TVAROVATELNÁ S HARMONIKOVÝM KROUŽKEM,"57/13-22 MM, 5 KS",P,03,5,ks,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,1461.60,,"GER, PED, ONK, NEF, INT, PRL, SDP, SLO, CHI, URN",0.00,,,0.00,,,1461.60,,03.03.01.02,,,30,1,,2019-10-01,,,,,,,,,,,
5006668,0170818,PODLOŽKA 2D NATURA PLOCHÁ TVAROVATELNÁ S HARMONIKOVÝM KROUŽKEM,"57/22-33 MM, 5 KS",P,03,5,ks,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,1461.60,,"GER, PED, ONK, NEF, INT, PRL, SDP, SLO, CHI, URN",0.00,,,0.00,,,1461.60,,03.03.01.02,,,30,1,,2019-10-01,,,,,,,,,,,
5006667,0000000,VYSÍLAČ DEXCOM G6,"PRO PŘIJÍMAČ G6/T:SLIM X2, APP, 3 MĚS. DOBA UŽITÍ",P,05,1,ks,bal,DXM,US,A.IMPORT.CZ spol. s r.o.,1148.00,Z,DIA,0.00,,,0.00,,,1148.00,,05.02.05.01,,,,,,2026-01-01,,,,,,,,,,,
5007321,0140700,ORTÉZA ZÁPĚSTÍ MANUFIX PAN 5.09,FIXACE ZÁPĚSTÍ S VOLÁRNÍ DLAHOU,P,04,1,ks,ks,PAO,CZ,PANOP CZ s.r.o.,340.48,,"ORP, NEU, ORT, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,441.33,,04.03.02.01,,,1,12,,2026-02-01,,,,,,,,,,,
5007320,0172364,PURE 1PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 16 KANÁLOVÉ S REPRODUKTORKEM VE ZVUKOVODU,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,7791.29,,08.01.01.04,,,2,60,S,2019-10-01,,,,,,,R,,,,
5007319,0172364,PURE 1PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 16 KANÁLOVÉ S REPRODUKTORKEM VE ZVUKOVODU,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,7791.29,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007318,0171951,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ AUDIFON SINO S,"ZTRÁTY DO 100 DB, 9 KANÁLŮ",P,08,1,ks,ks,962,DE,audifon s.r.o.,4772.18,,"FON, ORL",0.00,,,0.00,,,4772.18,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007317,0172363,PURE 2PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 16 KANÁLOVÉ S REPRODUKTORKEM VE ZVUKOVODU,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,9739.12,,FON,0.00,,,0.00,,,9739.12,,08.01.01.01,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007316,0172363,PURE 2PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 16 KANÁLOVÉ S REPRODUKTORKEM VE ZVUKOVODU,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,9739.12,,FON,0.00,,,0.00,,,9739.12,,08.01.01.02,,,2,60,S,2019-10-01,,,,,,,R,,,,
5007315,0172363,PURE 2PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 16 KANÁLOVÉ S REPRODUKTORKEM VE ZVUKOVODU,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,9739.12,,08.01.01.04,,,2,60,S,2019-10-01,,,,,,,R,,,,
5007314,0172363,PURE 2PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 16 KANÁLOVÉ S REPRODUKTORKEM VE ZVUKOVODU,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,9739.12,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007313,0093972,BANDÁŽ ZÁPĚSTÍ PAN 5.08,"JEDNODÍLNÁ ELASTICKÁ BANDÁŽ, PRAVÁ A LEVÁ",P,04,1,ks,ks,PAO,CZ,PANOP CZ s.r.o.,129.02,,"ORP, NEU, ORT, PRL, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,129.02,,04.03.02.02,,,1,12,,2026-02-01,,,,,,,,,,,
5007312,0172357,PURE 13 7NX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 48 KANÁLOVÉ S REPRODUKTORKEM VE ZVUKOVODU,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,9739.52,,FON,0.00,,,0.00,,,29120.00,,08.01.01.01,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007311,0085139,JEHLY INSUPEN PRO VŠECHNA INZULÍNOVÁ PERA,"G 30X8/0,30X8MM,100KS",P,05,100,ks,bal,ART,IT,A.IMPORT.CZ spol. s r.o.,190.40,,DIA,0.00,,,0.00,,,190.40,,05.03.05.02,,,500,12,,2019-10-01,,,,,,,,,,,
5007310,0172357,PURE 13 7NX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 48 KANÁLOVÉ S REPRODUKTORKEM VE ZVUKOVODU,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,9739.52,,FON,0.00,,,0.00,,,29120.00,,08.01.01.02,,,2,60,S,2019-10-01,,,,,,,R,,,,
5007309,0172357,PURE 13 7NX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 48 KANÁLOVÉ S REPRODUKTORKEM VE ZVUKOVODU,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,29120.00,,08.01.01.04,,,2,60,S,2019-10-01,,,,,,,R,,,,
5007308,0172357,PURE 13 7NX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 48 KANÁLOVÉ S REPRODUKTORKEM VE ZVUKOVODU,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,29120.00,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007307,0170012,SLUCHADLO BOLTCOVÉ DIGITÁLNÍ AUDIFON MIRO IS+,"ZTRÁTY DO 105 DB, 4 KANÁLY",P,08,1,ks,ks,962,DE,audifon s.r.o.,6622.58,,"FON, ORL",0.00,,,0.00,,,6622.58,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007306,0172358,PURE 13 5NX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 32 KANÁLOVÉ S REPRODUKTORKEM VE ZVUKOVODU,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,9739.52,,FON,0.00,,,0.00,,,20939.12,,08.01.01.02,,,2,60,S,2019-10-01,,,,,,,R,,,,
5007305,0172358,PURE 13 5NX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 32 KANÁLOVÉ S REPRODUKTORKEM VE ZVUKOVODU,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,9739.52,,FON,0.00,,,0.00,,,20939.12,,08.01.01.01,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007304,0172358,PURE 13 5NX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 32 KANÁLOVÉ S REPRODUKTORKEM VE ZVUKOVODU,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,20939.12,,08.01.01.04,,,2,60,S,2019-10-01,,,,,,,R,,,,
5007303,0170011,SLUCHADLO ZVUKOVODOVÉ DIGITÁLNÍ AUDIFON MIRO IS,"ZTRÁTY DO 100 DB, 4 KANÁLY",P,08,1,ks,ks,962,DE,audifon s.r.o.,6622.58,,"FON, ORL",0.00,,,0.00,,,6622.58,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007302,0172358,PURE 13 5NX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 32 KANÁLOVÉ S REPRODUKTORKEM VE ZVUKOVODU,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,20939.12,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007144,0170014,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ AUDIFON LIBRA S+,"ZTRÁTY DO 100 DB, 8 KANÁLŮ",P,08,1,ks,ks,962,DE,audifon s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,8083.47,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007143,0161117,MEMORY,MEMORY MEDICAL STOCKINGS A-T/S KOMPRESE PŘES BOKY 01 7262,P,06,1,ks,ks,139,DE,G.P.S. Ofa s.r.o.,876.96,,"GER, DER, INT, PRL, REH, SDP, SLO, CHI, ANG",0.00,,,0.00,,,1783.53,,06.01.05.01,,,2,12,,2025-12-01,,,,,,,,,,,
5007142,0172180,MOTION SP 7PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 48 KANÁLOVÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,28243.47,,08.01.01.04,,,2,60,S,2019-10-01,,,,,,,R,,,,
5007141,0172180,MOTION SP 7PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 48 KANÁLOVÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,28243.47,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007139,0172047,MOTION P 7PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 48 KANÁLOVÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,9739.52,,FON,0.00,,,0.00,,,28730.42,,08.01.01.01,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007138,0170013,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ AUDIFON LIBRA XS,"ZTRÁTY DO 95 DB, 8 KANÁLŮ",P,08,1,ks,ks,962,DE,audifon s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,7304.34,,08.01.01.03,,,1,60,S,2019-10-01,,,,,,,R,,,,
5007137,0172047,MOTION P 7PX,SLUCHADLO ZÁVĚSNÉ DIGITÁLNÍ 48 KANÁLOVÉ,P,08,1,ks,ks,913,DE,Sivantos s.r.o.,9739.52,,FON,0.00,,,0.00,,,28730.42,,08.01.01.02,,,2,60,S,2019-10-01,,,,,,,R,,,,
5006949,0171243,AIRCURVE 10 VAUTO,KOMPLET S PŘÍSLUŠENSTVÍM A VÝHŘEVNÝM ZVLHČOVAČEM S MOŽNOSTÍ TELEMETRIE,P,10,1,ks,ks,B33,AU,ResMed CZ s.r.o.,55512.80,Z,"NEU, INT, KAR, ORL, PNE, PSY",0.00,,,0.00,,,57913.15,,10.04.03.06,R,,1,84,,2019-10-01,,,,,,,R,,,,
5006948,0063684,PUSH ORTHO AEQUI ANKLE BRACE,"VEL.: 1 - 3, PRAVÁ NEBO LEVÁ",P,04,1,ks,ks,907,NL,G.P.S. Ofa s.r.o.,730.24,,"DIA, ORP, NEU, ORT, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,1698.27,,04.04.01.03,,,1,12,,2025-12-01,,,,,,,,,,,
