ObdobÌ;Typ hl·öenÌ;ATC7;KÛd S⁄KL;N·zev p¯Ìpravku;DoplnÏk n·zvu;Drûitel registraËnÌho rozhodnutÌ;ZemÏ;Typ pohybu;PoËet balenÌ;PoËet definovan˝ch dennÌch d·vek/balenÌ;Zp˘sob v˝deje;Hrazeno
2020.05;Distributor;L04AX03;232267;TREXAN NEO;10MG TBL NOB 100;ORN;SF;D;1218;400;R;Ano
2020.05;Distributor;L04AX03;232277;TREXAN NEO;2,5MG TBL NOB 100;ORN;SF;D;2832;100;R;Ano
2020.05;Distributor;L04AX04;28937;REVLIMID;10MG CPS DUR 21;CEU;NL;D;595;21;R;Ano
2020.05;Distributor;L04AX04;28938;REVLIMID;15MG CPS DUR 21;CEU;NL;D;400;31,5;R;Ano
2020.05;Distributor;L04AX04;28936;REVLIMID;5MG CPS DUR 21;CEU;NL;D;150;10,5;R;Ano
2020.05;Distributor;L04AX06;194291;IMNOVID;2MG CPS DUR 21;CEU;NL;D;62;14;R;Ano
2020.05;Distributor;L04AX06;194292;IMNOVID;3MG CPS DUR 21;CEU;NL;D;30;21;R;Ano
2020.05;Distributor;L04AX06;194293;IMNOVID;4MG CPS DUR 21;CEU;NL;D;90;28;R;Ano
2020.05;Distributor;L04AX07;194768;TECFIDERA;120MG CPS ETD 14;BIN;NL;D;80;3,5;R;Ano
2020.05;Distributor;L04AX07;194769;TECFIDERA;240MG CPS ETD 56;BIN;NL;D;1000;28;R;Ano
2020.05;Distributor;M01AB05;67547;ALMIRAL;75MG/3ML INJ SOL 10X3ML;MOE;CY;D;15140;7,5;R;Ano
2020.05;Distributor;M01AB05;75603;DICLOFENAC AL;25MG TBL ENT 20;AYL;D;D;23992;5;F;Ne
2020.05;Distributor;M01AB05;75604;DICLOFENAC AL;25MG TBL ENT 50;AYL;D;D;6889;12,5;F;Ne
2020.05;Distributor;M01AB05;215222;DICLOFENAC DR. M‹LLER PHARMA;100MG SUP 12;DMH;CZ;D;1326;12;F;Ne
2020.05;Distributor;M01AB05;14828;FLECTOR EP RAPID;50MG POR GRA SOL SCC 20;IBB;SK;D;2000;10;R;Ano
2020.05;Distributor;M01AB05;185421;VERAL;25MG TBL ENT 30;HPE;CZ;D;850;7,5;F;Ne
2020.05;Distributor;M01AB05;21731;VERAL RETARD;100MG TBL RET 30;HPE;CZ;D;610;30;R;Ano
2020.05;Distributor;M01AB05;21728;VERAL RETARD;75MG TBL RET 20;HPE;CZ;D;1400;15;R;Ano
2020.05;Distributor;M01AB05;218105;VOLTAREN ACTIGO EXTRA;25MG TBL OBD 20;GSH;CZ;D;35558;5;F;Ne
2020.05;Distributor;M01AB05;16032;VOLTAREN RAPID;50MG TBL OBD 10;NAI;CZ;D;12964;5;R;Ano
2020.05;Distributor;M01AB05;15626;VOLTAREN RETARD;100MG TBL PRO 30X1;NAI;CZ;D;1679;30;R;Ano
2020.05;Distributor;M01AB16;191728;BIOFENAC;100MG POR PLV SUS 20;GDB;H;D;1120;10;R;Ne
2020.05;Distributor;M01AB16;191729;BIOFENAC;100MG TBL FLM 20;GDB;H;D;9000;10;R;Ano
2020.05;Distributor;M01AC01;49503;FLAMEXIN;20MG TBL NOB 20;CHS;I;D;750;20;R;Ano
2020.05;Distributor;M01AE01;125526;APO-IBUPROFEN;400MG TBL FLM 100;APX;NL;D;43579;33,3333;F;Ne
2020.05;Distributor;M01AE01;234195;BRUFEN;400MG TBL FLM 30 II;MYL;IRL;D;53190;10;F;Ne
2020.05;Distributor;M01AE01;207893;IBALGIN;400MG TBL FLM 100;SFK;CZ;D;165078;33,3333;F;Ne
2020.05;Distributor;M01AE01;207897;IBALGIN;400MG TBL FLM 24;SFK;CZ;D;48425;8;F;Ne
2020.05;Distributor;M01AE01;207898;IBALGIN;400MG TBL FLM 36;SFK;CZ;D;32781;12;F;Ne
2020.05;Distributor;M01AE01;207899;IBALGIN;400MG TBL FLM 48;SFK;CZ;D;72774;16;F;Ne
2020.05;Distributor;M01AE01;207900;IBALGIN;600MG TBL FLM 30;SFK;CZ;D;19304;15;R;Ano
2020.05;Distributor;M01AE01;229965;IBALGIN RAPIDCAPS;400MG CPS MOL 20;SFK;CZ;D;51314;6,6667;F;Ne
2020.05;Distributor;M01AE01;208988;IBUPROFEN B. BRAUN;400MG INF SOL 10X100ML;BMM;D;D;173;3,3333;R;Ne
2020.05;Distributor;M01AE01;208990;IBUPROFEN B. BRAUN;600MG INF SOL 10X100ML;BMM;D;D;91;5;R;Ne
2020.05;Distributor;M01AE01;224942;IBUPROFEN DR.MAX;400MG TBL FLM 100 I;DMP;CZ;D;30597;33,3333;F;Ne
2020.05;Distributor;M01AE01;224946;IBUPROFEN DR.MAX;400MG TBL FLM 36 I;DMP;CZ;D;92916;12;F;Ne
2020.05;Distributor;M01AE01;237927;NUROFEN RAPID;400MG CPS MOL 10;RAL;CZ;D;50832;3,3333;F;Ne
2020.05;Distributor;M01AE02;207253;NALGESIN;550MG TBL FLM 30;KRK;SLO;D;1120;33;R;Ano
2020.05;Distributor;M01AE17;231714;DEXOKET;25MG TBL FLM 10 II;MNI;L;D;24336;3,3333;F;Ne
2020.05;Distributor;M01AE51;226433;IBALGIN GRIP;200MG/5MG TBL FLM 24;SFK;CZ;D;47257;;F;Ne
2020.05;Distributor;M01AH01;196152;ACLEXA;200MG CPS DUR 60;KRK;SLO;D;492;60;R;Ano
2020.05;Distributor;M01AH05;99969;ARCOXIA;60MG TBL FLM 14;MSD;NL;D;180;14;R;Ano
2020.05;Distributor;M01AX17;12895;AULIN;100MG POR GRA SUS 30 I;ANG;CZ;D;31498;15;R;Ano
2020.05;Distributor;M01AX17;12891;AULIN;100MG TBL NOB 15;ANG;CZ;D;46000;7,5;R;Ano
2020.05;Distributor;M01AX17;12892;AULIN;100MG TBL NOB 30;ANG;CZ;D;48849;15;R;Ano
2020.05;Distributor;M01AX17;17187;NIMESIL;100MG POR GRA SUS 30;GUI;I;D;140357;15;R;Ano
2020.05;Distributor;M01AX25;176921;CONDROSULF;400MG CPS DUR 180(3X60);IBB;SK;D;1474;;F;Ne
2020.05;Distributor;M01AX25;14821;CONDROSULF;800MG TBL FLM 30;IBB;SK;D;33000;;R;Ano
2020.05;Distributor;M01AX26;216478;PIASCLEDINE 300;CPS DUR 30;LAA;F;D;17258;;R;Ano
2020.05;Distributor;M02AA12;201702;EMOXEN;100MG/G GEL 100G;BAU;IRL;D;6656;;F;Ne
2020.05;Distributor;M02AA12;132072;ETRIXENAL;100MG/G GEL 100G;PEZ;CZ;D;60;;F;Ne
2020.05;Distributor;M02AA13;229134;IBALGIN;50MG/G GEL 100G;SFK;CZ;D;12880;;F;Ne
2020.05;Distributor;M02AA13;241690;NUROFEN;200MG EMP MED 4;RAL;CZ;D;22224;;V;Ne
2020.05;Distributor;M02AA15;102275;DICLOFENAC DR. M‹LLER PHARMA;10MG/G GEL 60G;DMH;CZ;D;275;;F;Ne
2020.05;Distributor;M02AA15;201659;DICLOFENAC GALMED;10MG/G GEL 1X120G;GAU;CZ;D;1840;;F;Ne
2020.05;Distributor;M02AA15;201658;DICLOFENAC GALMED;10MG/G GEL 1X60G;GAU;CZ;D;212;;F;Ne
2020.05;Distributor;M02AA15;14831;FLECTOR EP TISSUGEL;180MG TDR EMP 10;IBB;SK;D;1000;;F;Ne
2020.05;Distributor;M02AA15;186187;OLFEN;10MG/G GEL 1X100G;TPP;CZ;D;84830;;F;Ne
2020.05;Distributor;M02AA15;186186;OLFEN;10MG/G GEL 1X50G;TPP;CZ;D;2500;;F;Ne
2020.05;Distributor;M02AA15;202790;VERAL;10MG/G GEL 100G II;HPE;CZ;D;1436;;F;Ne
2020.05;Distributor;M02AA15;202789;VERAL;10MG/G GEL 50G II;HPE;CZ;D;768;;F;Ne
2020.05;Distributor;M02AA15;219879;VOLTAREN EMULGEL;10MG/G GEL 120G IIIA;GSH;CZ;D;20084;;F;Ne
2020.05;Distributor;M02AA15;173303;VOLTAREN FORTE;20MG/G GEL 100G IA;GSH;CZ;D;48654;;F;Ne
2020.05;Distributor;M02AA23;107189;ELMETACIN;8MG/ML DRM SPR SOL 1X100ML;STD;D;D;9600;;F;Ne
2020.05;Distributor;M03AB01;216573;SUXAMETHONIUM CHLORID VUAB;100MG INJ/INF PLV SOL 1 II;VUR;CZ;D;4080;;R;Ano
2020.05;Distributor;M03AC06;87822;ARDUAN;2MG/ML INJ PSO LQF 25+25X2ML;GDB;H;D;915;;R;Ano
2020.05;Distributor;M03AC09;235904;ROCURONIUM B. BRAUN;10MG/ML INJ/INF SOL 20X5ML;BMM;D;D;432;;R;Ne
2020.05;Distributor;M03AC10;226005;MIVACRON;2MG/ML INJ SOL 5X10ML;ASP;IRL;D;1094;;R;Ano
2020.05;Distributor;M03AX01;208283;BOCOUTURE;50SU INJ PLV SOL 1;MRG;D;D;1575;;R;Ne
2020.05;Distributor;M03AX01;200405;BOTOX;100SU INJ PLV SOL 1;ALL;IRL;D;5880;;R;Ano
2020.05;Distributor;M03AX01;230696;DYSPORT;300SU INJ PLV SOL 1;IEB;F;D;1283;;R;Ano
2020.05;Distributor;M03AX01;230698;DYSPORT;500SU INJ PLV SOL 1;IEB;F;D;5616;;R;Ano
2020.05;Distributor;M03BC51;230353;NEODOLPASSE;75MG/30MG INF SOL 10X250ML;FRN;CZ;D;2533;;R;Ne
2020.05;Distributor;M03BX04;57525;MYDOCALM;150MG TBL FLM 30;GDB;H;D;9558;22,5;R;Ano
2020.05;Distributor;M04AA01;127263;ALOPURINOL SANDOZ;100MG TBL NOB 100;SAN;CZ;D;17034;25;R;Ano
2020.05;Distributor;M04AA01;127260;ALOPURINOL SANDOZ;100MG TBL NOB 30;SAN;CZ;D;5799;7,5;R;Ano
2020.05;Distributor;M04AA01;127272;ALOPURINOL SANDOZ;300MG TBL NOB 30;SAN;CZ;D;7329;22,5;R;Ano
2020.05;Distributor;M04AA01;2592;MILURIT;100MG TBL NOB 50;EGB;H;D;58800;12,5;R;Ano
2020.05;Distributor;M04AA01;1631;PURINOL;100MG TBL NOB 100;RAT;D;D;42465;25;R;Ano
2020.05;Distributor;M04AA03;224073;FEBUXOSTAT ACCORD;80MG TBL FLM 28;AHP;PL;D;10;28;R;Ano
2020.05;Distributor;M05BA03;50696;PAMIDRONATE MEDAC;3MG/ML INF CNC SOL 1X10ML;MCW;D;D;89;0,5;R;Ano
2020.05;Distributor;M05BA04;235788;ALENDRONIC ACID AUROVITAS;70MG TBL NOB 12;AUJ;CZ;D;29;84;R;Ano
2020.05;Distributor;M05BA06;200688;GEROUSIA;150MG TBL FLM 3;PHG;CZ;D;1264;90;R;Ano
2020.05;Distributor;M05BA06;167976;IASIBON;50MG TBL FLM 28;PPN;GR;D;264;280;R;Ano
2020.05;Distributor;M05BA06;167980;IASIBON;6MG INF CNC SOL 1;PPN;GR;D;90;1;R;Ano
2020.05;Distributor;M05BA06;231055;IBANDRON¡T MYLAN;150MG TBL FLM 3;MII;IRL;D;11880;90;R;Ano
2020.05;Distributor;M05BA06;210380;IBANDRONIC ACID ACCORD;3MG INJ SOL 1X3ML+1J;ACH;E;D;400;0,5;R;Ano
2020.05;Distributor;M05BA06;193734;IBANDRONIC ACID ACCORD;6MG INF CNC SOL 1X6ML;ACH;E;D;30;1;R;Ano
2020.05;OOV;M05BA06;198867;IKAMETIN;50MG TBL FLM 30 II;GMP;CZ;D;1049;300;R;Ano
2020.05;Distributor;M05BA06;218509;LICOBONDRAT;150MG TBL FLM 3;ADD;CZ;D;4166;90;R;Ano
2020.05;Distributor;M05BA08;194760;ZOLEDRONIC ACID ACCORD;4MG/5ML INF CNC SOL 1X5ML;ACH;E;D;300;1;R;Ano
2020.05;Distributor;M05BB03;224280;ALENDRONIC ACID/VITAMIN D3 ACCORD;70MG/2800IU TBL NOB 4;AHP;PL;D;50;28;R;Ano
2020.05;Distributor;M05BB03;224283;ALENDRONIC ACID/VITAMIN D3 ACCORD;70MG/5600IU TBL NOB 12;AHP;PL;D;150;84;R;Ano
2020.05;Distributor;M05BB03;229705;ALENDRONIC ACID/VITAMIN D3 AUROVITAS;70MG/2800IU TBL NOB 12;AUJ;CZ;D;2;84;R;Ano
2020.05;Distributor;M05BB03;25416;FOSAVANCE;70MG/2800IU TBL NOB 12;MSD;NL;D;182;84;R;Ano
2020.05;Distributor;M05BB03;29955;FOSAVANCE;70MG/5600IU TBL NOB 12;MSD;NL;D;768;84;R;Ano
2020.05;Distributor;M05BX04;168721;XGEVA;120MG INJ SOL 1X1,7ML;AEB;NL;D;360;360,6061;R;Ano
2020.05;Distributor;M05BX05;222799;CRYSVITA;20MG/ML INJ SOL 1X1ML;KKH;NL;D;2;;R;Ne
2020.05;Distributor;M05BX05;222800;CRYSVITA;30MG/ML INJ SOL 1X1ML;KKH;NL;D;5;;R;Ne
2020.05;Distributor;M09AB52;207340;PHLOGENZYM;90MG/48MG/100MG TBL FLM 100 III;MBI;D;D;3000;;F;Ne
2020.05;Distributor;M09AB52;218502;WOBENZYM;TBL ENT 200 II;MBI;D;D;3093;;F;Ne
2020.05;Distributor;M09AB52;218503;WOBENZYM;TBL ENT 40 II;MBI;D;D;10000;;F;Ne
2020.05;Distributor;M09AB52;96406;WOBENZYM;TBL ENT 800;MBI;D;D;1487;;F;Ne
2020.05;Distributor;M09AX03;210060;TRANSLARNA;1000MG POR GRA SUS 30;PTI;IRL;D;7;10,7143;R;Ne
2020.05;Distributor;M09AX03;210058;TRANSLARNA;125MG POR GRA SUS 30;PTI;IRL;D;123;1,3393;R;Ne
2020.05;Distributor;M09AX03;210059;TRANSLARNA;250MG POR GRA SUS 30;PTI;IRL;D;374;2,6786;R;Ne
2020.05;Distributor;M09AX07;222208;SPINRAZA;12MG INJ SOL 1X5ML;BIN;NL;D;15;120;R;Ne
2020.05;Distributor;N01AB06;14964;AERRANE;100% INH LIQ VAP 6X250ML;BXI;B;D;20;;R;Ano
2020.05;Distributor;N01AB07;154269;SUPRANE;100% INH LIQ VAP 6X240ML II;BXI;B;D;241;;R;Ne
2020.05;Distributor;N01AB08;160320;SEVOFLURANE BAXTER;100% INH LIQ VAP 6X250ML I;BXT;CZ;D;125;;R;Ne
2020.05;Distributor;N01AB08;200240;SEVORANE;100% INH SOL 1X250ML I;ABV;CZ;D;837;;R;Ne
2020.05;Distributor;N01AF03;216469;THIOPENTAL VUAB;0,5G INJ PLV SOL 1 II;VUR;CZ;D;2330;;R;Ano
2020.05;Distributor;N01AF03;216470;THIOPENTAL VUAB;1G INJ PLV SOL 1 II;VUR;CZ;D;1249;;R;Ano
2020.05;Distributor;N01AX10;18172;PROPOFOL MCT/LCT FRESENIUS;10MG/ML INJ/INF EML 10X50ML;FRE;D;D;2616;;R;Ano
2020.05;Distributor;N01AX10;18167;PROPOFOL MCT/LCT FRESENIUS;10MG/ML INJ/INF EML 5X20ML;FRE;D;D;27936;;R;Ano
2020.05;Distributor;N01AX10;126689;PROPOFOL-LIPURO;0,5% (5MG/ML) INJ/INF EML 5X20ML;BMM;D;D;171;;R;Ne
2020.05;Distributor;N01AX10;129027;PROPOFOL-LIPURO 1 % (10MG/ML);10MG/ML INJ/INF EML 10X100ML;BMM;D;D;319;;R;Ano
2020.05;Distributor;N01AX10;129025;PROPOFOL-LIPURO 1 % (10MG/ML);10MG/ML INJ/INF EML 10X50ML;BMM;D;D;379;;R;Ano
2020.05;Distributor;N01AX10;129023;PROPOFOL-LIPURO 1 % (10MG/ML);10MG/ML INJ/INF EML 5X20ML;BMM;D;D;2066;;R;Ano
2020.05;Distributor;N01AX10;110548;PROPOFOL-LIPURO 2% (20MG/ML);20MG/ML INJ/INF EML 10X50ML;BMM;D;D;455;;R;Ano
2020.05;OOV;N01AX13;130513;MEDICIN¡LNÕ OXID DUSN› SIAD;100% GAS LIQ 1X10L/7,5KG;SIA;CZ;D;25;;R;Ne
2020.05;OOV;N01AX13;130514;MEDICIN¡LNÕ OXID DUSN› SIAD;100% GAS LIQ 1X40L/30KG;SIA;CZ;D;41;;R;Ne
2020.05;Distributor;N01AX13;128800;NIONTIX;100% GAS LIQ 1X10L/4100L II;LIZ;CZ;V;-1;;R;Ne
2020.05;Distributor;N01AX13;117021;NIONTIX;100% GAS LIQ 1X40L/16234L I;LIZ;CZ;D;24;;R;Ne
2020.05;Distributor;N01AX63;170511;ENTONOX;50%/50% GAS CRS 1X10L II;AGA;S;D;90;;R;Ne
2020.05;Distributor;N01AX63;170509;ENTONOX;50%/50% GAS CRS 1X2L II;AGA;S;D;24;;R;Ne
2020.05;Distributor;N01AX63;170510;ENTONOX;50%/50% GAS CRS 1X5L II;AGA;S;D;72;;R;Ne
2020.05;Distributor;N01AX63;170510;ENTONOX;50%/50% GAS CRS 1X5L II;AGA;S;V;-4;;R;Ne
2020.05;Distributor;N01BB;2684;MESOCAIN;10MG/G+2MG/G GEL 1X20G;ZNB;SK;D;79955;;R;Ne
2020.05;Distributor;N01BB01;241571;BUPIVACAINE ACCORD;5MG/ML INJ SOL 1X20ML;AHP;PL;D;2000;;R;Ne
2020.05;Distributor;N01BB02;203092;LIDOCAINE EGIS;10% DRM SPR SOL 1X38G;EGB;H;D;80;;R;Ano
2020.05;Distributor;N01BB10;200352;CHIROCAINE;5MG/ML INJ SOL 10X10ML I;ABV;CZ;D;99;;R;Ano
2020.05;Distributor;N01BB10;197125;LEVOBUPIVACAINE KABI;5MG/ML INJ/INF SOL 5X10ML;FRN;CZ;D;2817;;R;Ne
2020.05;Distributor;N01BB20;225888;EMLA;25MG/G+25MG/G CRM 1X30G;ASP;IRL;D;5744;;F;Ne
2020.05;Distributor;N01BB58;202952;SEPTANEST S ADRENALINEM 1:100 000;40MG/ML+10MCG/ML INJ SOL 50X1,7ML;SPH;F;D;400;;R;Ano
2020.05;Distributor;N01BB58;202953;SEPTANEST S ADRENALINEM 1:200 000;40MG/ML+5MCG/ML INJ SOL 50X1,7ML;SPH;F;D;500;;R;Ano
2020.05;Distributor;N02AA01;41727;SEVREDOL;10MG TBL FLM 30;MUG;A;D;600;3;R;Ano
2020.05;Distributor;N02AA01;41737;SEVREDOL;20MG TBL FLM 30;MUG;A;D;800;6;R;Ano
2020.05;Distributor;N02AA03;21583;PALLADONE SR;16MG CPS PRO 60;MUG;A;D;60;42,6;R;Ano
2020.05;Distributor;N02AA03;10835;PALLADONE SR;2MG CPS PRO 60;MUG;A;D;100;5,34;R;Ano
2020.05;Distributor;N02AA03;21592;PALLADONE SR;4MG CPS PRO 60;MUG;A;D;300;10,68;R;Ano
2020.05;Distributor;N02AA03;10848;PALLADONE SR;8MG CPS PRO 60;MUG;A;D;100;21,36;R;Ano
2020.05;Distributor;N02AA05;11094;OXYCONTIN;10MG TBL PRO 60;MUG;A;D;950;8;R;Ano
2020.05;Distributor;N02AA05;11076;OXYCONTIN;20MG TBL PRO 60;MUG;A;D;1100;16;R;Ano
2020.05;Distributor;N02AA05;11110;OXYCONTIN;40MG TBL PRO 60;MUG;A;D;500;32;R;Ano
2020.05;Distributor;N02AA05;11045;OXYCONTIN;80MG TBL PRO 60;MUG;A;D;200;64;R;Ano
2020.05;Distributor;N02AA08;41822;DHC CONTINUS;120MG TBL RET 60;MUG;A;D;480;48;R;Ano
2020.05;Distributor;N02AA08;41824;DHC CONTINUS;60MG TBL RET 60;MUG;A;D;4800;24;R;Ano
2020.05;Distributor;N02AA08;41826;DHC CONTINUS;90MG TBL RET 60;MUG;A;D;650;36;R;Ano
2020.05;Distributor;N02AA55;138530;TARGIN;10MG/5MG TBL PRO 60;MUG;A;D;50;8;R;Ano
2020.05;Distributor;N02AA55;138541;TARGIN;20MG/10MG TBL PRO 60;MUG;A;D;150;16;R;Ano
2020.05;Distributor;N02AA55;138552;TARGIN;40MG/20MG TBL PRO 60;MUG;A;D;50;32;R;Ano
2020.05;Distributor;N02AB03;124575;DOLFORIN;100MCG/H TDR EMP 5;GDB;H;D;535;30;R;Ano
2020.05;Distributor;N02AB03;124566;DOLFORIN;25MCG/H TDR EMP 5;GDB;H;D;3500;7,5;R;Ano
2020.05;Distributor;N02AB03;124569;DOLFORIN;50MCG/H TDR EMP 5;GDB;H;D;3900;15;R;Ano
2020.05;Distributor;N02AB03;124572;DOLFORIN;75MCG/H TDR EMP 5;GDB;H;D;1815;22,5;R;Ano
2020.05;Distributor;N02AB03;122572;FENTALIS;100MCG/H TDR EMP 5;SAN;CZ;D;6000;30;R;Ano
2020.05;Distributor;N02AB03;122580;FENTALIS;75MCG/H TDR EMP 5;SAN;CZ;D;2000;22,5;R;Ano
2020.05;Distributor;N02AB03;155389;LUNALDIN;400MCG SLG TBL NOB 30;GDB;H;D;721;20;R;Ano
2020.05;Distributor;N02AE01;42755;TRANSTEC;35MCG/H TDR EMP 5;GNG;D;D;11000;14;R;Ano
2020.05;Distributor;N02AE01;42758;TRANSTEC;52,5MCG/H TDR EMP 5;GNG;D;D;4460;21;R;Ano
2020.05;Distributor;N02AE01;42761;TRANSTEC;70MCG/H TDR EMP 5;GNG;D;D;3460;28;R;Ano
2020.05;Distributor;N02AJ13;138847;DORETA;37,5MG/325MG TBL FLM 90 I;KRK;SLO;D;1016;22,5;R;Ano
2020.05;Distributor;N02AJ13;197863;PALGOTAL;75MG/650MG TBL FLM 30;ZNP;CZ;D;46156;15;R;Ano
2020.05;Distributor;N02AJ13;233671;TRAMYLPA;37,5MG/325MG TBL FLM 20 II;MII;IRL;D;9852;5;R;Ano
2020.05;Distributor;N02AJ13;201607;ZALDIAR;37,5MG/325MG TBL FLM 10X1;STD;D;D;28795;2,5;R;Ano
2020.05;Distributor;N02AJ13;201609;ZALDIAR;37,5MG/325MG TBL FLM 30X1;STD;D;D;193344;7,5;R;Ano
2020.05;Distributor;N02AX02;104494;MABRON RETARD;150MG TBL PRO 60 I;MOE;CY;D;9050;30;R;Ano
2020.05;Distributor;N02AX02;104503;MABRON RETARD;200MG TBL PRO 60 I;MOE;CY;D;4000;40;R;Ano
2020.05;Distributor;N02AX02;12472;TRAMABENE;100MG/ML POR SOL 1X30ML+KAP¡TKO;RAT;D;D;9000;10;R;Ano
2020.05;Distributor;N02AX02;233804;TRAMADOL MYLAN;100MG TBL PRO 30 II;MII;IRL;D;8280;10;R;Ano
2020.05;Distributor;N02AX02;233854;TRAMADOL MYLAN;200MG TBL PRO 30 II;MII;IRL;D;3000;20;R;Ano
2020.05;Distributor;N02AX02;201137;TRAMAL RETARD;100MG TBL PRO 10 II;STD;D;D;6999;3,3333;R;Ano
2020.05;Distributor;N02AX02;216866;TRAMAL RETARD;150MG TBL PRO 30 III;STD;D;D;19980;15;R;Ano
2020.05;Distributor;N02AX02;54237;TRAMUNDIN RETARD;100MG TBL PRO 50;MUG;A;D;285;16,6666;R;Ano
2020.05;Distributor;N02AX06;184604;PALEXIA RETARD;200MG TBL PRO 60;GNG;D;D;2378;30;R;Ano
2020.05;Distributor;N02BA01;185968;ACYLPYRIN;500MG TBL EFF 15;HPE;CZ;D;4500;2,5;F;Ne
2020.05;Distributor;N02BA01;84256;ACYLPYRIN;500MG TBL NOB 10;HPE;CZ;D;27900;1,6667;F;Ne
2020.05;Distributor;N02BA01;188202;ASPIRIN;500MG TBL OBD 20;BYS;CZ;D;28170;3,3333;F;Ne
2020.05;Distributor;N02BA51;84255;ACYLPYRIN + C;320MG/200MG TBL EFF 12;HPE;CZ;D;3960;1,28;F;Ne
2020.05;Distributor;N02BB02;205931;METAMIZOL STADA;500MG TBL NOB 20;STD;D;D;41855;3,3333;R;Ne
2020.05;Distributor;N02BB02;216736;METAMIZOL STADA;500MG TBL NOB 60;STD;D;D;13753;10;R;Ne
2020.05;Distributor;N02BB02;55823;NOVALGIN;500MG TBL FLM 20;SFK;CZ;D;143058;3,3333;R;Ne
2020.05;Distributor;N02BB02;7981;NOVALGIN;500MG/ML INJ SOL 10X2ML;SFK;CZ;D;21483;3,3333;R;Ano
2020.05;Distributor;N02BE01;208840;PANADOL BABY;125MG SUP 10;GSH;CZ;D;10857;0,4166;F;Ne
2020.05;Distributor;N02BE01;226668;PANADOL NOVUM;500MG TBL FLM 12 III;GSH;CZ;D;60479;2;V;Ne
2020.05;Distributor;N02BE01;226670;PANADOL NOVUM;500MG TBL FLM 24 III;GSH;CZ;D;75599;4;F;Ne
2020.05;Distributor;N02BE01;232609;PARACETA;500MG TBL NOB 20;N/A;N/A;D;218008;3,3333;F;Ne
2020.05;Distributor;N02BE01;178635;PARACETAMOL B. BRAUN;10MG/ML INF SOL 10X100ML;BMM;D;D;381;3,3333;R;Ne
2020.05;Distributor;N02BE01;178634;PARACETAMOL B. BRAUN;10MG/ML INF SOL 10X50ML;BMM;D;D;65;1,6667;R;Ne
2020.05;Distributor;N02BE01;178634;PARACETAMOL B. BRAUN;10MG/ML INF SOL 10X50ML;BMM;D;V;-4;1,6667;R;Ne
2020.05;Distributor;N02BE01;157875;PARACETAMOL KABI;10MG/ML INF SOL 10X100ML;FRN;CZ;D;9520;3,3333;R;Ne
2020.05;Distributor;N02BE01;226693;PARALEN;100MG SUP 5;SFK;CZ;D;53760;0,1666;F;Ne
2020.05;Distributor;N02BE01;207820;PARALEN;500MG TBL NOB 24;SFK;CZ;D;884385;4;F;Ne
2020.05;Distributor;N02BE51;21727;ACIFEIN;250MG/200MG/50MG TBL NOB 10;HPE;CZ;D;5400;1,6667;F;Ne
2020.05;Distributor;N02BE51;207978;PARALEN GRIP HORK› N¡POJ CITR”N;650MG/10MG POR GRA SUS 12;SFK;CZ;D;33730;;F;Ne
2020.05;Distributor;N02BE51;207972;PARALEN GRIP CHÿIPKA A BOLEST;500MG/25MG/5MG TBL FLM 24 I;SFK;CZ;D;118795;4;F;Ne
2020.05;Distributor;N02BE51;186198;VALETOL;300MG/150MG/50MG TBL NOB 12;HPE;CZ;D;720;2,4;F;Ne
2020.05;Distributor;N02BE51;186199;VALETOL;300MG/150MG/50MG TBL NOB 24;HPE;CZ;D;17457;4,8;F;Ne
2020.05;Distributor;N02CC01;237896;IMIGRAN;12MG/ML INJ SOL ZVL 2X0,5ML+POUZDRO;GSE;IRL;D;4369;2;R;Ano
2020.05;Distributor;N02CC01;237914;ROSEMIG;100MG TBL FLM 6 II;GSE;IRL;D;660;12;R;Ano
2020.05;Distributor;N02CC01;237899;ROSEMIG;20MG NAS SPR SOL 2X0,1ML;GSE;IRL;D;2922;2;R;Ano
2020.05;Distributor;N02CC01;237905;ROSEMIG SPRINTAB;100MG TBL SUS 6 II;GSE;IRL;D;414;12;R;Ano
2020.05;Distributor;N02CC01;237909;ROSEMIG SPRINTAB;50MG TBL SUS 6 II;GSE;IRL;D;1100;6;R;Ano
2020.05;Distributor;N02CC01;234931;SUMATRIPTAN MYLAN;100MG TBL FLM 2;MII;IRL;D;22310;4;R;Ano
2020.05;Distributor;N02CC01;234945;SUMATRIPTAN MYLAN;50MG TBL FLM 6;MII;IRL;D;62790;6;R;Ano
2020.05;Distributor;N03AA03;18489;LISKANTIN;250MG TBL NOB 100;DET;D;D;2520;20;R;Ano
2020.05;Distributor;N03AB02;231934;EPANUTIN PARENTERAL;250MG/5ML INJ SOL 5X5ML;PFX;CZ;D;2297;4,1666;R;Ano
2020.05;Distributor;N03AF01;71954;TIMONIL 150 RETARD;150MG TBL PRO 50;DET;D;D;4000;7,5;R;Ano
2020.05;Distributor;N03AF01;60165;TIMONIL 300 RETARD;300MG TBL PRO 100;DET;D;D;300;30;R;Ano
2020.05;Distributor;N03AF01;60164;TIMONIL 300 RETARD;300MG TBL PRO 50;DET;D;D;8500;15;R;Ano
2020.05;Distributor;N03AF01;60166;TIMONIL 600 RETARD;600MG TBL PRO 50;DET;D;D;300;30;R;Ano
