ATC;NT;NAZEV;NAZEV_EN
D07BC;N;KORTIKOSTEROIDY, SILNÃ ⁄»INN…, KOMBINACE S ANTISEPTIKY;CORTICOSTEROIDS, POTENT, COMBINATIONS WITH ANTISEPTICS
D07BC01;N;BETAMETHASON A ANTISEPTIKA;BETAMETHASONE AND ANTISEPTICS
D07BC02;N;FLUOCINOLON-ACETONID A ANTISEPTIKA;FLUOCINOLONE ACETONIDE AND ANTISEPTICS
D07BC03;N;FLUOKORTOLON A ANTISEPTIKA;FLUOCORTOLONE AND ANTISEPTICS
D07BC04;N;DIFLUKORTOLON A ANTISEPTIKA;DIFLUCORTOLONE AND ANTISEPTICS
D07BD;N;KORTIKOSTEROIDY, VELMI SILNÃ ⁄»INN…, KOMBINACE S ANTISEPTIKY;CORTICOSTEROIDS, VERY POTENT, COMBINATIONS WITH ANTISEPTICS
D07C;N;KORTIKOSTEROIDY, KOMBINACE S ANTIBIOTIKY;CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS
D07CA;N;KORTIKOSTEROIDY, SLABÃ ⁄»INN…, KOMBINACE S ANTIBIOTIKY;CORTICOSTEROIDS, WEAK, COMBINATIONS WITH ANTIBIOTICS
D07CA01;N;HYDROKORTISON A ANTIBIOTIKA;HYDROCORTISONE AND ANTIBIOTICS
D07CA02;N;METYLPREDNISOLON A ANTIBIOTIKA;METHYLPREDNISOLONE AND ANTIBIOTICS
D07CA03;N;PREDNISOLON A ANTIBIOTIKA;PREDNISOLONE AND ANTIBIOTICS
D07CB;N;KORTIKOSTEROIDY, STÿEDNÃ ⁄»INN…, KOMBINACE S ANTIBIOTIKY;CORTICOSTEROIDS, MODERATELY POTENT, COMBINATIONS WITH ANTIBIOTICS
D07CB01;N;TRIAMCINOLON A ANTIBIOTIKA;TRIAMCINOLONE AND ANTIBIOTICS
D07CB02;N;FLUPREDNIDEN A ANTIBIOTIKA;FLUPREDNIDENE AND ANTIBIOTICS
D07CB03;N;FLUORMETHOLON A ANTIBIOTIKA;FLUOROMETHOLONE AND ANTIBIOTICS
D07CB04;N;DEXAMETHASON A ANTIBIOTIKA;DEXAMETHASONE AND ANTIBIOTICS
D07CB05;N;FLUMETASON A ANTIBIOTIKA;FLUMETASONE AND ANTIBIOTICS
D07CC;N;KORTIKOSTEROIDY, SILNÃ ⁄»INN…, KOMBINACE S ANTIBIOTIKY;CORTICOSTEROIDS, POTENT, COMBINATIONS WITH ANTIBIOTICS
D07CC01;N;BETAMETHASON A ANTIBIOTIKA;BETAMETHASONE AND ANTIBIOTICS
D07CC02;N;FLUOCINOLON-ACETONID A ANTIBIOTIKA;FLUOCINOLONE ACETONIDE AND ANTIBIOTICS
D07CC03;N;FLUDROXYKORTID A ANTIBIOTIKA;FLUDROXYCORTIDE AND ANTIBIOTICS
D07CC04;N;BEKLOMETASON A ANTIBIOTIKA;BECLOMETASONE AND ANTIBIOTICS
D07CC05;N;FLUOCINONID A ANTIBIOTIKA;FLUOCINONIDE AND ANTIBIOTICS
D07CC06;N;FLUOKORTOLON A ANTIBIOTIKA;FLUOCORTOLONE AND ANTIBIOTICS
D07CD;N;KORTIKOSTERIODY, VELMI SILNÃ ⁄»INN…, KOMBINACE S ANTIBIOTIKY;CORTICOSTEROIDS, VERY POTENT, COMBINATIONS WITH ANTIBIOTICS
D07CD01;N;KLOBETASOL A ANTIBIOTIKA;CLOBETASOL AND ANTIBIOTICS
D07X;N;KORTIKOSTEROIDY, JIN… KOMBINACE;CORTICOSTEROIDS, OTHER COMBINATIONS
D07XA;N;KORTIKOSTEROIDY, SLABÃ ⁄»INN…, JIN… KOMBINACE;CORTICOSTEROIDS, WEAK, OTHER COMBINATIONS
D07XA01;N;HYDROKORTISON;HYDROCORTISONE
D07XA02;N;PREDNISOLON;PREDNISOLONE
D07XB;N;KORTIKOSTEROIDY, STÿEDNÃ ⁄»INN…, JIN… KOMBINACE;CORTICOSTEROIDS, MODERATELY POTENT, OTHER COMBINATIONS
D07XB01;N;FLUMETASON;FLUMETASONE
D07XB02;N;TRIAMCINOLON;TRIAMCINOLONE
D07XB03;N;FLUPREDNIDEN;FLUPREDNIDENE
D07XB04;N;FLUORMETHOLON;FLUOROMETHOLONE
D07XB05;N;DEXAMETHASON;DEXAMETHASONE
D07XB30;N;KOMBINACE KORTIKOSTEROIDŸ;COMBINATIONS OF CORTICOSTEROIDS
D07XC;N;KORTIKOSTEROIDY, SILNÃ ⁄»INN…, JIN… KOMBINACE;CORTICOSTEROIDS, POTENT, OTHER COMBINATIONS
D07XC01;N;BETAMETHASON;BETAMETHASONE
D07XC02;N;DEOXYMETHASON;DESOXIMETASONE
D07XC03;N;MOMETASON;MOMETASONE
D07XC04;N;DIFLUKORTOLON;DIFLUCORTOLONE
D07XC05;N;FLUOKORTOLON;FLUOCORTOLONE
D07XD;N;KORTIKOSTEROIDY VELMI SILNÃ ⁄»INN…, JIN… KOMBINACE;CORTICOSTEROIDS, VERY POTENT, OTHER COMBINATIONS
D08;N;ANTISEPTIKA A DEZINFICIENCIA;ANTISEPTICS AND DISINFECTANTS
D08A;N;ANTISEPTIKA A DEZINFICIENCIA;ANTISEPTICS AND DISINFECTANTS
D08AA;N;DERIV¡TY AKRIDINU;ACRIDINE DERIVATIVES
D08AA01;N;ETHAKRIDIN-LAKT¡T;ETHACRIDINE LACTATE
D08AA02;N;AMINOAKRIDIN;AMINOACRIDINE
D08AA03;N;AKRIFLAVINIUM-CHLORID;EUFLAVINE
D08AB;N;L…»IVA OBSAHUJÕCÕ HLINÕK;ALUMINIUM AGENTS
D08AC;N;BIGUANIDY A AMIDINY;BIGUANIDES AND AMIDINES
D08AC01;N;DIBROMPROPAMIDIN;DIBROMPROPAMIDINE
D08AC02;N;CHLORHEXIDIN;CHLORHEXIDINE
D08AC03;N;PROPAMIDIN;PROPAMIDINE
D08AC04;N;HEXAMIDIN;HEXAMIDINE
D08AC05;N;POLYHEXANID;POLIHEXANIDE
D08AC52;N;CHLORHEXIDIN, KOMBINACE;CHLORHEXIDINE, COMBINATIONS
D08AD;N;PÿÕPRAVKY OBSAHUJÕCÕ KYSELINU BORITOU;BORIC ACID PRODUCTS
D08AE;N;FENOL A DERIV¡TY;PHENOL AND DERIVATIVES
D08AE01;N;HEXACHLOROFEN;HEXACHLOROPHENE
D08AE02;N;POLYKRESULEN;POLICRESULEN
D08AE03;N;FENOL;PHENOL
D08AE04;N;TRIKLOSAN;TRICLOSAN
D08AE05;N;CHLORXYLENOL;CHLOROXYLENOL
D08AE06;N;ORTOFENYLFENOL;BIPHENYLOL
D08AF;N;NITROFURANOV… DERIV¡TY;NITROFURAN DERIVATIVES
D08AF01;N;NITROFURAL;NITROFURAL
D08AG;N;JODOV… PÿÕPRAVKY;IODINE PRODUCTS
D08AG01;N;JODTYLOXAPOL;IODINE/OCTYLPHENOXYPOLYGLYCOLETHER
D08AG02;N;JODOVAN› POVIDON;POVIDONE-IODINE
D08AG03;N;JOD;IODINE
D08AG04;N;DIJODHYDROXYPROPAN;DIIODOHYDROXYPROPANE
D08AH;N;CHINOLINOV… DERIV¡TY;QUINOLINE DERIVATIVES
D08AH01;N;DECHALINIUM;DEQUALINIUM
D08AH02;N;CHLORCHINALDOL;CHLORQUINALDOL
D08AH03;N;OXYCHINOLIN;OXYQUINOLINE
D08AH30;N;KLIOCHINOL;CLIOQUINOL
D08AJ;N;KVARTERNÕ AMONIOV… SLOU»ENIMY;QUATERNARY AMMONIUM COMPOUNDS
D08AJ01;N;BENZALKONIUM;BENZALKONIUM
D08AJ02;N;CETRIMONIUM;CETRIMONIUM
D08AJ03;N;CETYLPYRIDINIUM;CETYLPYRIDINIUM
D08AJ04;N;CETRIMID;CETRIMIDE
D08AJ05;N;BENZOXONIUM-CHLORID;BENZOXONIUM CHLORIDE
D08AJ06;N;DIDECYLDIMETHYLAMONIUM-CHLORID;DIDECYLDIMETHYLAMMONIUM CHLORIDE
D08AJ08;N;BENZETHONIUM-CHLORID;BENZETHONIUM CHLORIDE
D08AJ10;N;DEKAMETHOXIN;DECAMETHOXINE
D08AJ57;N;OKTENIDIN, KOMBINACE;OCTENIDINE, COMBINATIONS
D08AJ58;N;BENZETHONIUM-CHLORID, KOMBINACE;BENZETHONIUM CHLORIDE, COMBINATIONS
D08AJ59;N;DODEKLONIUM-BROMID, KOMBINACE;DODECLONIUM BROMIDE, COMBINATIONS
D08AK;N;SLOU»ENINY RTUTI;MERCURIAL PRODUCTS
D08AK01;N;AMIDOCHLORID RTUçNAT›;MERCURIC AMIDOCHLORIDE
D08AK02;N;FENYLHYDRARGYRUM-BOR¡T;PHENYLMERCURIC BORATE
D08AK03;N;CHLORID RTUçNAT›;MERCURIC CHLORIDE
D08AK04;N;MERBROMIN;MERBROMIN
D08AK05;N;RTUç KOVOV¡;MERCURY, METALLIC
D08AK06;N;THIOMERSAL;THIOMERSAL
D08AK30;N;JODID RTUçNAT›;MERCURIC IODIDE
D08AL;N;SLOU»ENINY STÿÕBRA;SILVER COMPOUNDS
D08AL01;N;DUSI»NAN STÿÕBRN›;SILVER NITRATE
D08AL30;N;STÿÕBRO;SILVER
D08AX;N;JIN¡ ANTISEPTIKA A DEZINFICIENCIA;OTHER ANTISEPTICS AND DISINFECTANTS
D08AX01;N;PEROXID VODÕKU;HYDROGEN PEROXIDE
D08AX02;N;EOSIN (DIBROMFLUORESCEIN SODN›);EOSIN
D08AX03;N;PROPANOL;PROPANOL
D08AX04;N;SODN¡ SŸL TOSYLCHLORAMIDU;TOSYLCHLORAMIDE SODIUM
D08AX05;N;ISOPROPYLALKOHOL;ISOPROPANOL
D08AX06;N;MANGANISTAN DRASELN›;POTASSIUM PERMANGANATE
D08AX07;N;CHLORNAN SODN›;SODIUM HYPOCHLORITE
D08AX08;N;ETHANOL;ETHANOL
D08AX53;N;PROPANOL, KOMBINACE;PROPANOL, COMBINATIONS
D09;N;L…»IV… OBVAZY;MEDICATED DRESSINGS
D09A;N;L…»IV… OBVAZY;MEDICATED DRESSINGS
D09AA;N;L…»IV… OBVAZY S ANTIINFEKTIVY;MEDICATED DRESSINGS WITH ANTIINFECTIVES
D09AA01;N;FRAMYCETIN;FRAMYCETIN
D09AA02;N;KYSELINA FUSIDOV¡;FUSIDIC ACID
D09AA03;N;NITROFURAL;NITROFURAL
D09AA04;N;FENYLHYDRARGYRUM-NITR¡T;PHENYLMERCURIC NITRATE
D09AA05;N;BENZODODECINIUM;BENZODODECINIUM
D09AA06;N;TRIKLOSAN;TRICLOSAN
D09AA07;N;CETYLPYRIDINIUM;CETYLPYRIDINIUM
D09AA08;N;CHLORID-HYDROXID HLINIT›;ALUMINIUM CHLOROHYDRATE
D09AA09;N;JODOVAN› POVIDON;POVIDONE-IODINE
D09AA10;N;KLIOCHINOL;CLIOQUINOL
D09AA11;N;BENZALKONIUM;BENZALKONIUM
D09AA12;N;CHLORHEXIDIN;CHLORHEXIDINE
D09AA13;N;JODOFORM;IODOFORM
D09AB;N;ZINKOV… BAND¡éE;ZINC BANDAGES
D09AB01;N;ZINKOV… BAND¡éE BEZ DOPL“KŸ;ZINC BANDAGE WITHOUT SUPPLEMENTS
D09AB02;N;ZINKOV… BAND¡éE S DOPL“KY;ZINC BANDAGE WITH SUPPLEMENTS
D09AX;N;OBVAZY S TEKUT›M PARAFÕNEM;SOFT PARAFFIN DRESSINGS
D10;N;L…»IVA K TERAPII AKN…;ANTI-ACNE PREPARATIONS
D10A;N;L…»IVA K TERAPII AKN… PRO LOK¡LNÕ APLIKACI;ANTI-ACNE PREPARATIONS FOR TOPICAL USE
D10AA;N;KORTIKOSTEROIDY, KOMBINACE PRO L…»BU AKN…;CORTICOSTEROIDS, COMBINATIONS FOR TREATMENT OF ACNE
D10AA01;N;FLUORMETHOLON;FLUOROMETHOLONE
D10AA02;N;METHYLPREDNISOLON;METHYLPREDNISOLONE
D10AA03;N;DEXAMETHASON;DEXAMETHASONE
D10AB;N;PÿÕPRAVKY OBSAHUJÕCÕ SÕRU;PREPARATIONS CONTAINING SULFUR
D10AB01;N;BITHIONOL;BITHIONOL
D10AB02;N;SÕRA;SULFUR
D10AB03;N;TIOXOLON;TIOXOLONE
D10AB05;N;MESULFEN;MESULFEN
D10AD;N;RETINOIDY PRO LOK¡LNÕ APLIKACI K TERAPII AKN…;RETINOIDS FOR TOPICAL USE IN ACNE
D10AD01;N;TRETINOIN;TRETINOIN
D10AD02;N;RETINOL;RETINOL
D10AD03;N;ADAPALEN;ADAPALENE
D10AD04;N;ISOTRETINOIN;ISOTRETINOIN
D10AD05;N;MOTRETINID;MOTRETINIDE
D10AD06;N;TRIFAROTEN;TRIFAROTENE
D10AD51;N;TRETINOIN, KOMBINACE;TRETINOIN, COMBINATIONS
D10AD53;N;ADAPALEN, KOMBINACE;ADAPALENE, COMBINATIONS
D10AD54;N;ISOTRETINOIN, KOMBINACE;ISOTRETINOIN, COMBINATIONS
D10AE;N;PEROXIDY;PEROXIDES
D10AE01;N;BENZOYL-PEROXID;BENZOYL PEROXIDE
D10AE51;N;BENZOYL-PEROXID, KOMBINACE;BENZOYL PEROXIDE, COMBINATIONS
D10AF;N;ANTIINFEKTIVA K TERAPII AKN…;ANTIINFECTIVES FOR TREATMENT OF ACNE
D10AF01;N;KLINDAMYCIN;CLINDAMYCIN
D10AF02;N;ERYTHROMYCIN;ERYTHROMYCIN
D10AF03;N;CHLORAMFENIKOL;CHLORAMPHENICOL
D10AF04;N;MEKLOCYKLIN;MECLOCYCLINE
D10AF05;N;NADIFLOXACIN;NADIFLOXACIN
D10AF06;N;SULFACETAMID;SULFACETAMIDE
D10AF07;N;MINOCYKLIN;MINOCYCLINE
D10AF51;N;KLINDAMYCIN, KOMBINACE;CLINDAMYCIN, COMBINATIONS
D10AF52;N;ERYTHROMYCIN, KOMBINACE;ERYTHROMYCIN, COMBINATIONS
D10AX;N;JIN¡ L…»IVA K TERAPII AKN… PRO LOK¡LNÕ APLIKACI;OTHER ANTI-ACNE PREPARATIONS FOR TOPICAL USE
D10AX01;N;CHLORID HLINIT›;ALUMINIUM CHLORIDE
D10AX02;N;RESORCINOL;RESORCINOL
D10AX03;N;KYSELINA AZELAOV¡;AZELAIC ACID
D10AX04;N;OXID HLINIT›;ALUMINIUM OXIDE
D10AX05;N;DAPSON;DAPSONE
D10AX06;N;KLASKOTERON;CLASCOTERONE
D10AX30;N;JIN¡ LOK¡LNÕ L…»IVA K TERAPII AKN…, RŸZN… KOMBINACE;VARIOUS COMBINATIONS
D10B;N;PÿÕPRAVKY K TERAPII AKN… PRO SYST…MOVOU APLIKACI;ANTI-ACNE PREPARATIONS FOR SYSTEMIC USE
D10BA;N;RETINOIDY PRO SYST…MOVOU APLIKACI K TERAPII AKN…;RETINOIDS FOR TREATMENT OF ACNE
D10BA01;N;ISOTRETINOIN;ISOTRETINOIN
D10BX;N;JIN… PÿÕPRAVKY PRO SYST…MOVOU APLIKACI K TERAPII AKN…;OTHER ANTI-ACNE PREPARATIONS FOR SYSTEMIC USE
D10BX01;N;ICHTASOL;ICHTASOL
D11;N;JIN… DERMATOLOGICK… PÿÕPRAVKY;OTHER DERMATOLOGICAL PREPARATIONS
D11A;N;JIN… DERMATOLOGICK… PÿÕPRAVKY;OTHER DERMATOLOGICAL PREPARATIONS
D11AA;N;ANTIHIDROTIKA;ANTIHIDROTICS
D11AA01;N;GLYKOPYRRONIUM;GLYCOPYRRONIUM
D11AA02;N;SOFPIRONIUM-BROMID;SOFPIRONIUM BROMIDE
D11AC;N;L…»IV… äAMPONY;MEDICATED SHAMPOOS
D11AC01;N;CETRIMID;CETRIMIDE
D11AC02;N;PÿÕPRAVKY OBSAHUJÕCÕ KADMIUM;CADMIUM COMPOUNDS
D11AC03;N;PÿÕPRAVKY OBSAHUJÕCÕ SELEN;SELENIUM COMPOUNDS
D11AC06;N;JODOVAN› POVIDON;POVIDONE-IODINE
D11AC08;N;PÿÕPRAVKY OBSAHUJÕCÕ SÕRU;SULFUR COMPOUNDS
D11AC09;N;XENYSAL¡T;XENYSALATE
D11AC30;N;JIN… L…»IV… äAMPONY;OTHERS
D11AE;N;ANDROGENY K LOK¡LNÕ APLIKACI;ANDROGENS FOR TOPICAL USE
D11AE01;N;METANDIENON;METANDIENONE
D11AF;N;PÿÕPRAVKY PRO L…»BU BRADAVIC A KUÿÕCH OK;WART AND ANTI-CORN PREPARATIONS
D11AH;N;L¡TKY K TERAPII DERMATITIDY, KROMÃ KORTIKOSTEROIDŸ;AGENTS FOR DERMATITIS, EXCLUDING CORTICOSTEROIDS
D11AH01;N;TAKROLIMUS;TACROLIMUS
D11AH02;N;PIMEKROLIMUS;PIMECROLIMUS
D11AH03;N;KYSELINA CHROMOGLYKANOV¡;CROMOGLICIC ACID
D11AH04;N;ALITRETINOIN;ALITRETINOIN
D11AH05;N;DUPILUMAB;DUPILUMAB
D11AH06;N;KRISABOROL;CRISABOROLE
D11AH07;N;TRALOKINUMAB;TRALOKINUMAB
D11AH08;N;ABROCITINIB;ABROCITINIB
D11AH09;N;RUXOLITINIB;RUXOLITINIB
D11AH10;N;LEBRIKIZUMAB;LEBRIKIZUMAB
D11AH11;N;DELGOCITINIB;DELGOCITINIB
D11AH12;N;NEMOLIZUMAB;NEMOLIZUMAB
D11AX;N;JIN¡ DERMATOLOGIKA;OTHER DERMATOLOGICALS
D11AX01;N;MINOXIDIL;MINOXIDIL
D11AX02;N;KYSELINA GAMOLENOV¡;GAMOLENIC ACID
D11AX03;N;KALCIUM-GLUKON¡T;CALCIUM GLUCONATE
D11AX04;N;LITHIUM-SUKCIN¡T;LITHIUM SUCCINATE
D11AX05;N;SÕRAN HOÿE»NAT›;MAGNESIUM SULFATE
D11AX06;N;MECHINOL;MEQUINOL
D11AX08;N;TIRATRIKOL;TIRATRICOL
D11AX09;N;OXACEPROL;OXACEPROL
D11AX10;N;FINASTERID;FINASTERIDE
D11AX11;N;HYDROCHINON;HYDROQUINONE
D11AX12;N;ZINE»NAT¡ SŸL PYRITHIONU;PYRITHIONE ZINC
D11AX13;N;MONOBENZON;MONOBENZONE
D11AX16;N;EFLORNITHIN;EFLORNITHINE
D11AX18;N;DIKLOFENAK;DICLOFENAC
D11AX21;N;BRIMONIDIN;BRIMONIDINE
D11AX22;N;IVERMEKTIN;IVERMECTIN
D11AX23;N;KALIUM-AMINOBENZO¡T;AMINOBENZOATE POTASSIUM
D11AX24;N;KYSELINA DEOXYCHOLOV¡;DEOXYCHOLIC ACID
D11AX25;N;PEROXID VODÕKU;HYDROGEN PEROXIDE
D11AX26;N;KOFEIN;CAFFEINE
D11AX27;N;OXYMETAZOLIN;OXYMETAZOLINE
D11AX52;N;KYSELINA GAMOLENOV¡, KOMBINACE;GAMOLENIC ACID, COMBINATIONS
D11AX57;N;KOLAGEN, KOMBINACE;COLLAGEN, COMBINATIONS
G;N;UROGENIT¡LNÕ TRAKT A POHLAVNÕ HORMONY;GENITO URINARY SYSTEM AND SEX HORMONES
G01;N;GYNEKOLOGICK¡ ANTIINFEKTIVA A ANTISEPTIKA;GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS
G01A;N;ANTIINFEKTIVA A ANTISEPTIKA, KROMÃ KOMBINACÕ S KORTIKOSTEROIDY;ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS
G01AA;N;ANTIBIOTIKA;ANTIBIOTICS
G01AA01;N;NYSTATIN;NYSTATIN
G01AA02;N;NATAMYCIN;NATAMYCIN
G01AA03;N;AMFOTERICIN B;AMPHOTERICIN B
G01AA04;N;KANDICIDIN;CANDICIDIN
G01AA05;N;CHLORAMFENIKOL;CHLORAMPHENICOL
G01AA06;N;HACHIMYCIN;HACHIMYCIN
G01AA07;N;OXYTETRACYKLIN;OXYTETRACYCLINE
G01AA08;N;KARFECILIN;CARFECILLIN
G01AA09;N;MEPARTRICIN;MEPARTRICIN
G01AA10;N;KLINDAMYCIN;CLINDAMYCIN
G01AA11;N;PENTAMYCIN;PENTAMYCIN
G01AA51;N;NYSTATIN, KOMBINACE;NYSTATIN, COMBINATIONS
G01AB;N;SLOU»ENINY ARSENU;ARSENIC COMPOUNDS
G01AB01;N;ACETARSOL;ACETARSOL
G01AC;N;CHINOLINOV… DERIV¡TY;QUINOLINE DERIVATIVES
G01AC01;N;DIJODHYDROXYCHINOLIN;DIIODOHYDROXYQUINOLINE
G01AC02;N;KLIOCHINOL;CLIOQUINOL
G01AC03;N;CHLORCHINALDOL;CHLORQUINALDOL
G01AC05;N;DEKVALINIUM;DEQUALINIUM
G01AC06;N;BROXYCHINOLIN;BROXYQUINOLINE
G01AC30;N;OXYCHINOLIN;OXYQUINOLINE
G01AD;N;ORGANICK… KYSELINY;ORGANIC ACIDS
G01AD01;N;KYSELINA ML…»N¡;LACTIC ACID
G01AD02;N;KYSELINA OCTOV¡;ACETIC ACID
G01AD03;N;KYSELINA ASKORBOV¡;ASCORBIC ACID
G01AE;N;SULFONAMIDY;SULFONAMIDES
G01AE01;N;SULFATOLAMID;SULFATOLAMIDE
G01AE10;N;KOMBINACE SULFONAMIDŸ;COMBINATIONS OF SULFONAMIDES
G01AF;N;IMIDAZOLOV… DERIV¡TY;IMIDAZOLE DERIVATIVES
G01AF01;N;METRONIDAZOL;METRONIDAZOLE
G01AF02;N;KLOTRIMAZOL;CLOTRIMAZOLE
G01AF04;N;MIKONAZOL;MICONAZOLE
G01AF05;N;EKONAZOL;ECONAZOLE
G01AF06;N;ORNIDAZOL;ORNIDAZOLE
G01AF07;N;ISOKONAZOL;ISOCONAZOLE
G01AF08;N;TIOKONAZOL;TIOCONAZOLE
G01AF11;N;KETOKONAZOL;KETOCONAZOLE
G01AF12;N;FENTIKONAZOL;FENTICONAZOLE
G01AF13;N;AZANIDAZOL;AZANIDAZOLE
G01AF14;N;PROPENIDAZOL;PROPENIDAZOLE
G01AF15;N;BUTOKONAZOL;BUTOCONAZOLE
G01AF16;N;OMOKONAZOL;OMOCONAZOLE
G01AF17;N;OXIKONAZOL;OXICONAZOLE
G01AF18;N;FLUTRIMAZOL;FLUTRIMAZOLE
G01AF19;N;SERTAKONAZOL;SERTACONAZOLE
G01AF20;N;IMIDAZOLOV… DERIV¡TY, KOMBINACE;COMBINATIONS OF IMIDAZOLE DERIVATIVES
G01AF21;N;TINIDAZOL;TINIDAZOLE
G01AF55;N;EKONAZOL, KOMBINACE;ECONAZOLE, COMBINATIONS
G01AG;N;TRIAZOLOV… DERIV¡TY;TRIAZOLE DERIVATIVES
G01AG02;N;TERKONAZOL;TERCONAZOLE
G01AX;N;JIN¡ ANTIINFEKTIVA A ANTISEPTIKA;OTHER ANTIINFECTIVES AND ANTISEPTICS
G01AX01;N;KLODANTOIN;CLODANTOIN
G01AX02;N;INOSIN;INOSINE
G01AX03;N;POLYKRESULEN;POLICRESULEN
G01AX05;N;NIFURATEL;NIFURATEL
G01AX06;N;FURAZOLIDON;FURAZOLIDONE
G01AX09;N;METHYLROSANILINIUM;METHYLROSANILINE
G01AX11;N;JODOVAN› POVIDON;POVIDONE-IODINE
G01AX12;N;CIKLOPIROX;CICLOPIROX
G01AX13;N;PROTIOF¡T;PROTIOFATE
G01AX14;N;LACTOBACILLUS;LACTOBACILLUS
G01AX15;N;KUPRUM-USN¡T;COPPER USNATE
G01AX16;N;HEXETIDIN;HEXETIDINE
G01AX17;N;DAPIVIRIN;DAPIVIRINE
G01AX66;N;OKTENIDIN, KOMBINACE;OCTENIDINE, COMBINATIONS
G01B;N;ANTIINFEKTIVA A ANTISEPTIKA V KOMBINACI S KORTIKOSTEROIDY;ANTIINFECTIVES/ANTISEPTICS IN COMBINATION WITH CORTICOSTEROIDS
G01BA;N;ANTIBIOTIKA A KORTIKOSTEROIDY;ANTIBIOTICS AND CORTICOSTEROIDS
G01BC;N;CHINOLINOV… DERIV¡TY A KORTIKOSTEROIDY;QUINOLINE DERIVATIVES AND CORTICOSTEROIDS
G01BD;N;ANTISEPTIKA A KORTIKOSTEROIDY;ANTISEPTICS AND CORTICOSTEROIDS
G01BE;N;SULFONAMIDY A KORTIKOSTEROIDY;SULFONAMIDES AND CORTICOSTEROIDS
G01BF;N;IMIDAZOLOV… DERIV¡TY A KORTIKOSTEROIDY;IMIDAZOLE DERIVATIVES AND CORTICOSTEROIDS
G02;N;JIN¡ GYNEKOLOGIKA;OTHER GYNECOLOGICALS
G02A;N;UTEROTONIKA;UTEROTONICS
G02AB;N;N¡MELOV… ALKALOIDY;ERGOT ALKALOIDS
G02AB01;N;METHYLERGOMETRIN;METHYLERGOMETRINE
G02AB02;N;N¡MELOV… ALKALOIDY;ERGOT ALKALOIDS
G02AB03;N;ERGOMETRIN;ERGOMETRINE
G02AC;N;N¡MELOV… ALKALOIDY A OXYTOCIN V»ETNÃ ANALOG V KOMBINACI;ERGOT ALKALOIDS AND OXYTOCIN INCL. ANALOGUES, IN COMBINATION
G02AC01;N;METHYLERGOMETRIN A OXYTOCIN;METHYLERGOMETRINE AND OXYTOCIN
G02AD;N;PROSTAGLANDINY;PROSTAGLANDINS
G02AD01;N;DINOPROST;DINOPROST
G02AD02;N;DINOPROSTON;DINOPROSTONE
G02AD03;N;GEMEPROST;GEMEPROST
G02AD04;N;KARBOPROST;CARBOPROST
G02AD05;N;SULPROSTON;SULPROSTONE
G02AD06;N;MISOPROSTOL;MISOPROSTOL
G02AX;N;JIN¡ UTEROTONIKA;OTHER UTEROTONICS
G02B;N;KONTRACEPTIVA LOK¡LNÕ;CONTRACEPTIVES FOR TOPICAL USE
G02BA;N;KONTRACEPTIVA NITRODÃLOéNÕ;INTRAUTERINE CONTRACEPTIVES
G02BA01;N;NITRODÃLOéNÕ TÃLÕSKO;PLASTIC IUD
G02BA02;N;NITRODÃLOéNÕ TÃLÕSKO S MÃDÕ;PLASTIC IUD WITH COPPER
G02BA03;N;NITRODÃLOéNÕ TÃLÕSKO S PROGESTINEM;PLASTIC IUD WITH PROGESTOGEN
G02BB;N;KONTRACEPTIVA INTRAVAGIN¡LNÕ;INTRAVAGINAL CONTRACEPTIVES
G02BB01;N;VAGIN¡LNÕ KROUéEK S PROGESTINEM A ESTROGENEM;VAGINAL RING WITH PROGESTOGEN AND ESTROGEN
G02BB02;N;VAGIN¡LNÕ KROUéEK S PROGESTINEM;VAGINAL RING WITH PROGESTOGEN
G02C;N;JIN¡ GYNEKOLOGIKA;OTHER GYNECOLOGICALS
G02CA;N;SYMPATOMIMETIKA - TOKOLYTIKA;SYMPATHOMIMETICS, LABOUR REPRESSANTS
G02CA01;N;RITODRIN;RITODRINE
G02CA02;N;BUFENIN;BUPHENINE
G02CA03;N;FENOTEROL;FENOTEROL
G02CB;N;INHIBITORY PROLAKTINU;PROLACTINE INHIBITORS
G02CB01;N;BROMOKRIPTIN;BROMOCRIPTINE
G02CB02;N;LISURID;LISURIDE
G02CB03;N;KABERGOLIN;CABERGOLINE
G02CB04;N;CHINAGOLID;QUINAGOLIDE
G02CB05;N;METERGOLIN;METERGOLINE
G02CB06;N;TERGURID;TERGURIDE
G02CC;N;PROTIZ¡NÃTLIV¡ L…»IVA K VAGIN¡LNÕ APLIKACI;ANTIINFLAMMATORY PRODUCTS FOR VAGINAL ADMINISTRATION
G02CC01;N;IBUPROFEN;IBUPROFEN
G02CC02;N;NAPROXEN;NAPROXEN
G02CC03;N;BENZYDAMIN;BENZYDAMINE
G02CC04;N;FLUNOXAPROFEN;FLUNOXAPROFEN
G02CX;N;JIN¡ GYNEKOLOGIKA;OTHER GYNECOLOGICALS
G02CX01;N;ATOSIBAN;ATOSIBAN
G02CX02;N;FLIBANSERIN;FLIBANSERIN
G02CX03;N;DRMKOV› PLOD;AGNI CASTI FRUCTUS
