KOD_LATKY;NAZEV_INN;NAZEV_EN;NAZEV;ZAV
1090;PETROSELINI RADIX;PARSLEY ROOT;PETRéELOV› KOÿEN;
1093;PHENAZONUM;PHENAZONE;FENAZON;
1101;PHENIRAMINI MALEAS;PHENIRAMINE MALEATE;FENIRAMIN-MALEIN¡T;
1105;PHENOBARBITALUM;PHENOBARBITAL;FENOBARBITAL;7
1106;PHENOBARBITALUM NATRICUM;PHENOBARBITAL SODIUM;SODN¡ SŸL FENOBARBITALU;7
1111;PHENOXYMETHYLPENICILLINUM;PHENOXYMETHYLPENICILLIN;FENOXYMETHYLPENICILIN;
1112;PHENOXYMETHYLPENICILLINUM KALICUM;PHENOXYMETHYLPENICILLIN POTASSIUM;DRASELN¡ SŸL FENOXYMETHYLPENICILINU;
1114;PHENTERMINUM;PHENTERMINE;FENTERMIN;5
1115;PHENTERMINI HYDROCHLORIDUM;PHENTERMINE HYDROCHLORIDE;FENTERMIN-HYDROCHLORID;5
1117;PHENYLALANINUM;PHENYLALANINE;FENYLALANIN;
1120;PHENYLEPHRINUM;PHENYLEPHRINE;FENYLEFRIN;
1122;PHENYLEPHRINI HYDROCHLORIDUM;PHENYLEPHRINE HYDROCHLORIDE;FENYLEFRIN-HYDROCHLORID;
1131;PHENYTOINUM;PHENYTOIN;FENYTOIN;
1132;PHENYTOINUM NATRICUM;PHENYTOIN SODIUM;SODN¡ SŸL FENYTOINU;
1139;PILOCARPINI HYDROCHLORIDUM;PILOCARPINE HYDROCHLORIDE;PILOKARPIN-HYDROCHLORID;
1141;PINI SYLVESTRIS ETHEROLEUM;PINE SYLVESTRIS OIL;BOROVICOV¡ SILICE;
1152;PITOFENONI HYDROCHLORIDUM;PITOFENONE HYDROCHLORIDE;PITOFENON-HYDROCHLORID;
1155;PLANTAGINIS EXTRACTUM FLUIDUM;RIBWORT LIQUID EXTRACT;TEKUT› JITROCELOV› EXTRAKT;
1163;POLYMYXINI B SULFAS;POLYMYXIN B SULFATE;POLYMYXIN-B-SULF¡T;
1169;ALCOHOL POLYVINYLICUS;POLY(VINYL ALCOHOL);POLYVINYLALKOHOL;
1170;KALII ACETAS;POTASSIUM ACETATE;KALIUM-ACET¡T;
1171;KALII HYDROGENOCARBONAS;POTASSIUM HYDROGEN CARBONATE;HYDROGENUHLI»ITAN DRASELN›;
1173;KALII CANRENOAS;POTASSIUM CANRENOATE;KALIUM-KANRENO¡T;
1174;KALII CHLORIDUM;POTASSIUM CHLORIDE;CHLORID DRASELN›;
1175;KALII CITRAS MONOHYDRICUS;POTASSIUM CITRATE MONOHYDRATE;MONOHYDR¡T KALIUM-CITR¡TU;
1176;KALII DICHROMAS;POTASSIUM DICHROMATE;DICHROMAN DRASELN›;
1181;KALII IODIDUM;POTASSIUM IODIDE;JODID DRASELN›;
1183;KALII SULFAS;POTASSIUM SULFATE;SÕRAN DRASELN›;
1185;PREDNISOLONUM;PREDNISOLONE;PREDNISOLON;
1186;PREDNISOLONI ACETAS;PREDNISOLONE ACETATE;PREDNISOLON-ACET¡T;
1187;INFLUENZAE VIRUS A/WISCONSIN (H1N1);INFLUENZA VIRUS A/WISCONSIN (H1N1);CHÿIPKOV› VIRUS A/WISCONSIN (H1N1);
1190;PREDNISONUM;PREDNISONE;PREDNISON;
1192;PRILOCAINI HYDROCHLORIDUM;PRILOCAINE HYDROCHLORIDE;PRILOKAIN-HYDROCHLORID;
1193;PRIMULAE FLOS;PRIMROSE FLOWER;PRVOSENKOV› KVÃT;
1200;PROCAINI BENZYLPENICILLINUM MONOHYDRICUM;BENZYLPENICILLIN (PROCAINE) MONOHYDRATE;MONOHYDR¡T PROKAIN-BENZYLPENICILINU;
1202;PROCAINI HYDROCHLORIDUM;PROCAINE HYDROCHLORIDE;PROKAIN-HYDROCHLORID;
1205;PROGESTERONUM;PROGESTERONE;PROGESTERON;
1210;PROMETHAZINI HYDROCHLORIDUM;PROMETHAZINE HYDROCHLORIDE;PROMETHAZIN-HYDROCHLORID;
1212;PHYTOMENADIONUM RACEMICUM;ALL-RAC-PHYTOMENADIONE;RACEMICK› FYTOMENADION;
1219;PROPYPHENAZONUM;PROPYPHENAZONE;PROPYFENAZON;
1221;PROTEASUM;PROTEASE;PROTEASA;
1227;PSEUDOEPHEDRINI HYDROCHLORIDUM;PSEUDOEPHEDRINE HYDROCHLORIDE;PSEUDOEFEDRIN-HYDROCHLORID;P
1228;PSEUDOEPHEDRINI SULFAS;PSEUDOEPHEDRINE SULFATE;PSEUDOEFEDRIN-SULF¡T;P
1230;PYRIDOXINI HYDROCHLORIDUM;PYRIDOXINE HYDROCHLORIDE;PYRIDOXIN-HYDROCHLORID;
1238;QUINIDINUM;QUINIDINE;CHINIDIN;
1240;QUININUM;QUININE;CHININ;
1241;SITAGLIPTINI FUMARAS;SITAGLIPTIN FUMARATE;SITAGLIPTIN-FUMAR¡T;
1254;TECOVIRIMATUM MONOHYDRICUM;TECOVIRIMAT MONOHYDRATE;MONOHYDR¡T TEKOVIRIM¡TU;
1255;RETINOLUM;RETINOL;RETINOL;
1256;RETINOLI PALMITAS;RETINOL PALMITATE;RETINOL-PALMIT¡T;
1260;LINZAGOLIXUM CHOLINUM;LINZAGOLIX CHOLINE;LINZAGOLIX-CHOLIN;
1261;RIBOFLAVINI NATRII PHOSPHAS DIHYDRICUS;RIBOFLAVIN SODIUM PHOSPHATE DIHYDRATE;DIHYDR¡T SODN… SOLI RIBOFLAVIN-FOSF¡TU;
1267;TEPOTINIBI HYDROCHLORIDUM HYDRICUM;TEPOTINIB HYDROCHLORIDE HYDRATE;HYDR¡T TEPOTINIB-HYDROCHLORIDU;
1268;RUTOSIDUM TRIHYDRICUM;RUTOSIDE TRIHYDRATE;TRIHYDR¡T RUTOSIDU;
1270;NIRMATRELVIRUM;NIRMATRELVIR;NIRMATRELVIR;
1274;ACIDUM SALICYLICUM;SALICYLIC ACID;KYSELINA SALICYLOV¡;
1279;SALVIAE OFFICINALIS FOLIUM;SAGE LEAF (SALVIA OFFICINALIS);LIST äALVÃJE L…KAÿSK…;
1281;SAMBUCI NIGRAE FLOS;ELDER FLOWER;KVÃT BEZU »ERN…HO;
1286;ASCIMINIBI HYDROCHLORIDUM;ASCIMINIB HYDROCHLORIDE;ASCIMINIB-HYDROCHLORID;
1294;KRYPTON (81MKR);KRYPTON (81MKR);KRYPTON-(81MKR);
1296;SENNAE FOLIUM;SENNA LEAF;SENNOV› LIST;
1299;POLYGALAE SENEGAE SIRUPUS;POLYGALA SENEGA SYRUP;SIRUP Z VÕTODU SENEGY;
1306;NATRII ACETAS TRIHYDRICUS;SODIUM ACETATE TRIHYDRATE;TRIHYDR¡T NATRIUM-ACET¡TU;
1311;NATRII ASCORBAS;SODIUM ASCORBATE;NATRIUM-ASKORB¡T;
1314;NATRII DIHYDROGENOPHOSPHAS DIHYDRICUS;SODIUM DIHYDROGEN PHOSPHATE DIHYDRATE;DIHYDR¡T DIHYDROGENFOSFORE»NANU SODN…HO;
1320;CARMELLOSUM NATRICUM;CARMELLOSE SODIUM;SODN¡ SŸL KARMELOSY;
1322;NATRII CHLORIDUM;SODIUM CHLORIDE;CHLORID SODN›;
1323;NATRII CITRAS DIHYDRICUS;SODIUM CITRATE DIHYDRATE;DIHYDR¡T NATRIUM-CITR¡TU;
1330;NATRII GLYCEROPHOSPHAS PENTAHYDRICUS;SODIUM GLYCEROPHOSPHATE PENTAHYDRATE;PENTAHYDR¡T NATRIUM-GLYCEROFOSF¡TU;
1334;NATRII LACTAS;SODIUM LACTATE;NATRIUM-LAKT¡T;
1337;NATRII MOLYBDAS DIHYDRICUS;SODIUM MOLYBDATE DIHYDRATE;DIHYDR¡T MOLYBDENANU SODN…HO;
1339;NATRII PANTOTHENAS;SODIUM PANTOTHENATE;NATRIUM-PANTOTHEN¡T;
1341;NATRII HYDROGENOPHOSPHAS DODECAHYDRICUS;DISODIUM PHOSPHATE DODECAHYDRATE;DODEKAHYDR¡T HYDROGENFOSFORE»NANU SODN…HO;
1344;NATRII SALICYLAS;SODIUM SALICYLATE;NATRIUM-SALICYL¡T;
1345;NATRII SULFAS;SODIUM SULFATE;SÕRAN SODN›;
1347;NATRII TETRADECYLIS SULFAS;SODIUM TETRADECYL SULFATE;NATRIUM-TETRADECYL-SULF¡T;
1348;NATRII THIOSULFAS PENTAHYDRICUS;SODIUM THIOSULFATE PENTAHYDRATE;PENTAHYDR¡T THIOSÕRANU SODN…HO;
1354;SOJAE OLEUM RAFFINATUM;SOYA-BEAN OIL, REFINED;»IäTÃN› S”JOV› OLEJ;
1356;SPIRONOLACTONUM;SPIRONOLACTONE;SPIRONOLAKTON;
1375;STREPTOMYCINI SULFAS;STREPTOMYCIN SULFATE;STREPTOMYCIN-SULF¡T;
1395;SULFAMETHOXAZOLUM;SULFAMETHOXAZOLE;SULFAMETHOXAZOL;
1418;TAURINUM;TAURINE;TAURIN;
1421;TERPINUM MONOHYDRICUM;TERPIN MONOHYDRATE;MONOHYDR¡T TERPINU;
1422;TESTOSTERONUM;TESTOSTERONE;TESTOSTERON;
1427;TESTOSTERONI ISOCAPROAS;TESTOSTERONE ISOCAPROATE;TESTOSTERON-ISOKAPRON¡T;
1428;TESTOSTERONI PHENYLPROPIONAS;TESTOSTERONE PHENYLPROPIONATE;TESTOSTERON-FENYLPROPION¡T;
1429;TESTOSTERONI PROPIONAS;TESTOSTERONE PROPIONATE;TESTOSTERON-PROPION¡T;
1431;TETRACAINUM;TETRACAINE;TETRAKAIN;
1433;TETRACAINI HYDROCHLORIDUM;TETRACAINE HYDROCHLORIDE;TETRAKAIN-HYDROCHLORID;
1436;TETRACYCLINI HYDROCHLORIDUM;TETRACYCLINE HYDROCHLORIDE;TETRACYKLIN-HYDROCHLORID;
1444;THEOPHYLLINUM MONOHYDRICUM;THEOPHYLLINE MONOHYDRATE;MONOHYDR¡T THEOFYLINU;
1450;THIAMINUM;THIAMINE;THIAMIN;
1451;THIAMINI HYDROCHLORIDUM;THIAMINE HYDROCHLORIDE;THIAMIN-HYDROCHLORID;
1452;THIAMINI NITRAS;THIAMINE NITRATE;THIAMIN-NITR¡T;
1456;ACIDUM THIOCTICUM;THIOCTIC ACID;KYSELINA THIOKTOV¡;
1457;THIOMERSALUM;THIOMERSAL;THIOMERSAL;
1459;THREONINUM;THREONINE;THREONIN;
1462;THYMI EXTRACTUM FLUIDUM;THYME LIQUID EXTRACT;TEKUT› TYMI¡NOV› EXTRAKT;
1469;TOCOFEROLI ALFA ACETAS;ALFA-TOCOPHERYL ACETATE;TOKOFEROL-ALFA-ACET¡T;
1475;BALSAMI TOLUTANI SIRUPUS;TOLU BALSAM SYRUP;SIRUP Z TOLU¡NSK…HO BALZ¡MU;
1480;TRAMAZOLINI HYDROCHLORIDUM;TRAMAZOLINE HYDROCHLORIDE;TRAMAZOLIN-HYDROCHLORID;
1482;TRIAMCINOLONI ACETONIDUM;TRIAMCINOLONE ACETONIDE;TRIAMCINOLON-ACETONID;
1489;TRIMECAINI HYDROCHLORIDUM;TRIMECAINE HYDROCHLORIDE;TRIMEKAIN-HYDROCHLORID;
1490;TRIMETHOPRIMUM;TRIMETHOPRIM;TRIMETHOPRIM;
1499;TROSPII CHLORIDUM;TROSPIUM CHLORIDE;TROSPIUM-CHLORID;
1500;TROXERUTINUM;TROXERUTIN;TROXERUTIN;
1502;TRYPSINUM;TRYPSIN;TRYPSIN;
1503;TRYPTOPHANUM;TRYPTOPHAN;TRYPTOFAN;
1507;TYROSINUM;TYROSINE;TYROSIN;
1508;TYROTHRICINUM;TYROTHRICIN;TYROTHRICIN;
1509;UREA;UREA;MO»OVINA;
1510;UVAE URSI FOLIUM;BEARBERRY LEAF;MEDVÃDICOV› LIST;
1514;VALINUM;VALINE;VALIN;
1517;ARGIPRESSINUM;ARGIPRESSIN;ARGIPRESSIN;
1518;VERAPAMILI HYDROCHLORIDUM;VERAPAMIL HYDROCHLORIDE;VERAPAMIL-HYDROCHLORID;
1525;XYLITOLUM;XYLITOL;XYLITOL;
1526;XYLOMETAZOLINI HYDROCHLORIDUM;XYLOMETAZOLINE HYDROCHLORIDE;XYLOMETAZOLIN-HYDROCHLORID;
1529;NICCOLI SULFAS;NICKEL SULFATE;SÕRAN NIKELNAT›;
1532;ZINCI ACETAS DIHYDRICUS;ZINC ACETATE DIHYDRATE;DIHYDR¡T ZINKUM-ACET¡TU;
1533;ZINCI CHLORIDUM;ZINC CHLORIDE;CHLORID ZINE»NAT›;
1535;ZINCI OXIDUM;ZINC OXIDE;OXID ZINE»NAT›;
1537;ZINCI SULFAS HEPTAHYDRICUS;ZINC SULFATE HEPTAHYDRATE;HEPTAHYDR¡T SÕRANU ZINE»NAT…HO;
1540;TAMOXIFENI CITRAS;TAMOXIFEN CITRATE;TAMOXIFEN-CITR¡T;
1541;MELISSAE FOLII EXTRACTUM SICCUM;MELISSA LEAF DRY EXTRACT;SUCH› EXTRAKT Z MEDU“KOV…HO LISTU;
1544;RHEI RADIX;RHUBARB;REVE“OV› KOÿEN;
1547;MYRTILLI FRUCTUS SICCUS;BILBERRY FRUIT, DRIED;SUäEN› BORŸVKOV› PLOD;
1551;ACETYLCYSTEINUM;ACETYLCYSTEINE;ACETYLCYSTEIN;
1556;DESMOPRESSINUM;DESMOPRESSIN;DESMOPRESSIN;
1563;BENZODODECINII BROMIDUM;BENZODODECINIUM BROMIDE;BENZODODECINIUM-BROMID;
1565;ALBUMINUM HUMANUM;HUMAN ALBUMIN;LIDSK› ALBUMIN;
1566;DIPHTHERIAE ANATOXINUM;DIPHTHERIA TOXOID;DIFTERICK› TOXOID;
1570;CYTARABINUM;CYTARABINE;CYTARABIN;
1571;MELPHALANUM;MELPHALAN;MELFALAN;
1576;IMLUNESTRANTUM;IMLUNESTRANT;IMLUNESTRANT;
1582;DISULFIRAMUM;DISULFIRAM;DISULFIRAM;
1586;CLOMIPRAMINI HYDROCHLORIDUM;CLOMIPRAMINE HYDROCHLORIDE;KLOMIPRAMIN-HYDROCHLORID;
1589;ASPARAGINUM MONOHYDRICUM;ASPARAGINE MONOHYDRATE;MONOHYDR¡T ASPARAGINU;
1593;IBUPROFENUM;IBUPROFEN;IBUPROFEN;
1597;CLOTRIMAZOLUM;CLOTRIMAZOLE;KLOTRIMAZOL;
1602;CEREBROLYSINUM;CEREBROLYSIN;CEREBROLYSIN;
1609;GONADOTROPINUM CHORIONICUM;CHORIONIC GONADOTROPIN;CHORIOV› GONADOTROPIN;
1610;CLOMIFENI CITRAS;CLOMIFENE CITRATE;KLOMIFEN-CITR¡T;
1615;COLESTYRAMINUM;COLESTYRAMINE;KOLESTYRAMIN;
1617;CYCLOSERINUM;CYCLOSERINE;CYKLOSERIN;
1619;CYCLOPHOSPHAMIDUM;CYCLOPHOSPHAMIDE;CYKLOFOSFAMID;
1627;MERCAPTOBENZTHIAZOLUM;MERCAPTOBENZOTHIAZOLE;MERKAPTOBENZTHIAZOL;
1631;ACETAZOLAMIDUM;ACETAZOLAMIDE;ACETAZOLAMID;
1633;ETAMSYLATUM;ETAMSYLATE;ETAMSYL¡T;
1639;IMMUNOSERUM DIPHTHERICUM;DIPHTHERIA ANTITOXIN;IMUNOS…RUM PROTI DIFTERICK…MU TOXINU;
1644;BISULEPINI HYDROCHLORIDUM;BISULEPIN HYDROCHLORIDE;BISULEPIN-HYDROCHLORID;
1645;LEVODOPUM;LEVODOPA;LEVODOPA;
1647;DOXYCYCLINUM;DOXYCYCLINE;DOXYCYKLIN;
1656;LYSATUM BACTERIALE MIXTUM;BACTERIAL LYSATE MIX;SMÃS BAKTERI¡LNÕHO LYZ¡TU;
1662;BRONOPOLUM;BRONOPOL;BRONOPOL;
1671;FENIPENTOLUM;FENIPENTOL;FENIPENTOL;
1674;SACCHAROSUM FERRICUM;FERRIC SUCROSE;éELEZIT¡ SŸL SACHAROSY;
1675;FIBRINOGENUM HUMANUM;HUMAN FIBRINOGEN;LIDSK› FIBRINOGEN;
1676;CARBAMAZEPINUM;CARBAMAZEPINE;KARBAMAZEPIN;
1678;FLUDROCORTISONI ACETAS;FLUDROCORTISONE ACETATE;FLUDROKORTISON-ACET¡T;
1680;FLUOROURACILUM;FLUOROURACIL;FLUORURACIL;
1681;MENOTROPINUM;MENOTROPHIN;MENOTROPIN;
1683;IMMUNOGLOBULINUM HUMANUM NORMALE AD USUM INTRAMUSCULARIUM;HUMAN NORMAL IMMUNOGLOBULIN FOR INTRAMUSCULAR ADMINISTRATION;NORM¡LNÕ LIDSK› IMUNOGLOBULIN PRO INTRAMUSKUL¡RNÕ POD¡NÕ;
1691;GLUCAGONUM;GLUCAGON;GLUKAGON;
1692;TRIBENOSIDUM;TRIBENOSIDE;TRIBENOSID;
1694;TRIPTORELINI EMBONAS;TRIPTORELIN EMBONATE;TRIPTORELIN-EMBON¡T;
1696;RETINOLI ACETAS;RETINOL ACETATE;RETINOL-ACET¡T;
1698;IODIDUM;IODIDE;JODID;
1701;HISTAMINI DIHYDROCHLORIDUM;HISTAMINE DIHYDROCHLORIDE;HISTAMIN-DIHYDROCHLORID;
1708;IMMUNOGLOBULINUM HUMANUM HEPATITIDIS B;HUMAN HEPATITIS B IMMUNOGLOBULIN;LIDSK› IMUNOGLOBULIN PROTI HEPATITIDÃ B;
1709;AZATHIOPRINUM;AZATHIOPRINE;AZATHIOPRIN;
1710;PROPRANOLOLI HYDROCHLORIDUM;PROPRANOLOL HYDROCHLORIDE;PROPRANOLOL-HYDROCHLORID;
1714;BARII SULFAS;BARIUM SULFATE;SÕRAN BARNAT›;
1717;CARBACHOLUM;CARBACHOL;KARBACHOL;
1719;LINVOSELTAMABUM;LINVOSELTAMAB;LINVOSELTAMAB;
1723;PYRIDOSTIGMINII BROMIDUM;PYRIDOSTIGMINE BROMIDE;PYRIDOSTIGMINIUM-BROMID;
1724;KANAMYCINI SULFAS;KANAMYCIN SULFATE;KANAMYCIN-SULF¡T;
1725;PHYTOMENADIONUM;PHYTOMENADIONE;FYTOMENADION;
1729;KETAMINI HYDROCHLORIDUM;KETAMINE HYDROCHLORIDE;KETAMIN-HYDROCHLORID;7
1731;MOXASTINI TEOCLAS;MOXASTINE TEOCLATE;MOXASTIN-TEOKL¡T;
1739;CLOZAPINUM;CLOZAPINE;KLOZAPIN;
1740;PRIMIDONUM;PRIMIDONE;PRIMIDON;
1741;CHLORAMBUCILUM;CHLORAMBUCIL;CHLORAMBUCIL;
1742;CALCII FOLINAS;CALCIUM FOLINATE;KALCIUM-FOLIN¡T;
1743;LEVOMEPROMAZINUM;LEVOMEPROMAZINE;LEVOMEPROMAZIN;
1746;METHOTREXATUM;METHOTREXATE;METHOTREX¡T;
1747;METHYLERGOMETRINI MALEAS;METHYLERGOMETRINE MALEATE;METHYLERGOMETRIN-MALEIN¡T;
1749;METYRAPONUM;METYRAPONE;METYRAPON;
1750;ALLOPURINOLUM;ALLOPURINOL;ALOPURINOL;
1756;TOLPERISONI HYDROCHLORIDUM;TOLPERISONE HYDROCHLORIDE;TOLPERISON-HYDROCHLORID;
1757;TROPICAMIDUM;TROPICAMIDE;TROPIKAMID;
1760;BUSULFANUM;BUSULFAN;BUSULFAN;
1763;AMBENONII CHLORIDUM;AMBENONIUM CHLORIDE;AMBENONIUM-CHLORID;
1769;NATRII FLUORIDUM;SODIUM FLUORIDE;FLUORID SODN›;
1775;BACLOFENUM;BACLOFEN;BAKLOFEN;
1776;OLEUM ETHIODATUM;ETHIODIZED OIL;ETHYLJODIDOVAN› OLEJ;
1777;LITHII CARBONAS;LITHIUM CARBONATE;UHLI»ITAN LITHN›;
1784;GLIBENCLAMIDUM;GLIBENCLAMIDE;GLIBENKLAMID;
1786;METHADONI HYDROCHLORIDUM;METHADONE HYDROCHLORIDE;METHADON-HYDROCHLORID;1
1787;METHOXSALENUM;METHOXSALEN;METHOXSALEN;
1790;MERCAPTOPURINUM;MERCAPTOPURINE;MERKAPTOPURIN;
1792;CARBETHOPENDECINII BROMIDUM;CARBAETHOPENDECINIUM BROMIDE;KARBETHOPENDECINIUM-BROMID;
1796;DROTAVERINI HYDROCHLORIDUM;DROTAVERINE HYDROCHLORIDE;DROTAVERIN-HYDROCHLORID;
1799;VINCRISTINI SULFAS;VINCRISTINE SULFATE;VINKRISTIN-SULF¡T;
1800;NATRII TETRABORAS DECAHYDRICUS;BORAX;DEKAHYDR¡T TETRABORITANU SODN…HO;
1806;SULTIAMUM;SULTIAME;SULTIAM;
1813;PENICILLAMINUM;PENICILLAMINE;PENICILAMIN;
1815;METHOXYFLURANUM;METHOXYFLURANE;METHOXYFLURAN;
1819;ETHOSUXIMIDUM;ETHOSUXIMIDE;ETHOSUXIMID;
1824;CARBOMERUM 974 P;CARBOMER 974 P;KARBOMER 974 P;
1830;DOSULEPINUM;DOSULEPIN;DOSULEPIN;
1838;LAVANDULAE ETHEROLEUM;LAVENDER OIL;LEVANDULOV¡ SILICE;
1840;RIFAMPICINUM;RIFAMPICIN;RIFAMPICIN;
1842;SPIRAMYCINUM;SPIRAMYCIN;SPIRAMYCIN;
1844;SULFASALAZINUM;SULFASALAZINE;SULFASALAZIN;
1847;NATRII AUROTIOSULFAS;SODIUM AUROTIOSULFATE;NATRIUM-AUROTHIOSULF¡T;
1848;NAPHAZOLINI NITRAS;NAPHAZOLINE NITRATE;NAFAZOLIN-NITR¡T;
1860;SOMATROPINUM;SOMATROPIN;SOMATROPIN;
1874;ACIDUM FUSIDICUM;FUSIDIC ACID;KYSELINA FUSIDOV¡;
1876;VANCOMYCINI HYDROCHLORIDUM;VANCOMYCIN HYDROCHLORIDE;VANKOMYCIN-HYDROCHLORID;
1881;IMMUNOGLOBULINUM HUMANUM TETANICUM;HUMAN TETANUS IMMUNOGLOBULIN;LIDSK› IMUNOGLOBULIN PROTI TETANU;
1882;BIBROCATHOLUM;BIBROCATHOL;BIBROKATHOL;
1885;THIOPENTALUM NATRICUM;THIOPENTAL SODIUM;SODN¡ SŸL THIOPENTALU;
1886;THIOTEPUM;THIOTEPA;THIOTEPA;
1893;THIETHYLPERAZINI DIMALEAS;THIETHYLPERAZINE DIMALEATE;THIETHYLPERAZIN-DIMALEIN¡T;
1894;APROTININUM;APROTININ;APROTININ;
1903;DISTIGMINII DIBROMIDUM;DISTIGMINE BROMIDE;DISTIGMINIUM-DIBROMID;
1904;VIRIDE INDOCYANINI;INDOCYANINE GREEN;INDOKYANINOV¡ ZELE“;
1911;IMMUNOSERUM CONTRA VENENA VIPERARUM EUROPAEARUM;VIPER VENOM ANTISERUM, EUROPEAN;IMUNOS…RUM PROTI JEDU ZMIJÕ EVROPSK›CH;
1912;SALBUTAMOLUM;SALBUTAMOL;SALBUTAMOL;
1913;MEBENDAZOLUM;MEBENDAZOLE;MEBENDAZOL;
1922;AMANTADINI HYDROCHLORIDUM;AMANTADINE HYDROCHLORIDE;AMANTADIN-HYDROCHLORID;
1939;NATRII VALPROAS;SODIUM VALPROATE;NATRIUM-VALPRO¡T;
1946;CLONAZEPAMUM;CLONAZEPAM;KLONAZEPAM;7
1947;FENFLURAMINI HYDROCHLORIDUM;FENFLURAMINE HYDROCHLORIDE;FENFLURAMIN-HYDROCHLORID;
1948;MESNUM;MESNA;MESNA;
1951;DANTROLENUM NATRICUM TRIHEMIHYDRICUM;DANTROLENE SODIUM HEMIHEPTAHYDRATE;TRIHEMIHYDR¡T SODN… SOLI DANTROLENU;
1953;DOPAMINI HYDROCHLORIDUM;DOPAMINE HYDROCHLORIDE;DOPAMIN-HYDROCHLORID;
1955;URTICAE RADICIS EXTRACTUM SICCUM;NETTLE ROOT DRY EXTRACT;SUCH› EXTRAKT Z KOPÿIVOV…HO KOÿENE;
1957;PENTOXIFYLLINUM;PENTOXIFYLLINE;PENTOXIFYLIN;
1958;TRETINOINUM;TRETINOIN;TRETINOIN;
1962;DICLOFENACUM NATRICUM;DICLOFENAC SODIUM;SODN¡ SŸL DIKLOFENAKU;
1965;FLUOROMETHOLONUM;FLUOROMETHOLONE;FLUORMETHOLON;
1966;NIFEDIPINUM;NIFEDIPINE;NIFEDIPIN;
1974;FLUCYTOSINUM;FLUCYTOSINE;FLUCYTOSIN;
1978;PYRAZINAMIDUM;PYRAZINAMIDE;PYRAZINAMID;
1985;BUTAMIRATI CITRAS;BUTAMIRATE CITRATE;BUTAMIR¡T-CITR¡T;
1986;DOXORUBICINI HYDROCHLORIDUM;DOXORUBICIN HYDROCHLORIDE;DOXORUBICIN-HYDROCHLORID;
1989;CARMUSTINUM;CARMUSTINE;KARMUSTIN;
1990;FACTOR IX COAGULATIONIS HUMANUS;HUMAN COAGULATION FACTOR IX;LIDSK› KOAGULA»NÕ FAKTOR IX;
1991;HYDROXYCARBAMIDUM;HYDROXYCARBAMIDE;HYDROXYKARBAMID;
1992;BLEOMYCINUM;BLEOMYCIN;BLEOMYCIN;
2004;BRIMONIDINI TARTRAS;BRIMONIDINE TARTRATE;BRIMONIDIN-TARTAR¡T;
2005;PIFLUFOLASTATUM (18F);PIFLUFOLASTAT (18F);PIFLUFOLASTAT-(18F);
2011;BROMAZEPAMUM;BROMAZEPAM;BROMAZEPAM;7
2012;ACIDUM CHENODEOXYCHOLICUM;CHENODEOXYCHOLIC ACID;KYSELINA CHENODEOXYCHOLOV¡;
2022;ACIDUM TRANEXAMICUM;TRANEXAMIC ACID;KYSELINA TRANEXAMOV¡;
2035;IPRATROPII BROMIDUM MONOHYDRICUM;IPRATROPIUM BROMIDE MONOHYDRATE;MONOHYDR¡T IPRATROPIUM-BROMIDU;
2038;AMILORIDI HYDROCHLORIDUM DIHYDRICUM;AMILORIDE HYDROCHLORIDE DIHYDRATE;DIHYDR¡T AMILORID-HYDROCHLORIDU;
2039;AMOXICILLINUM;AMOXICILLIN;AMOXICILIN;
2040;ANTAZOLINI MESILAS;ANTAZOLINE MESILATE;ANTAZOLIN-MESIL¡T;
2044;AQUA PRO INIECTIONE;WATER FOR INJECTIONS;VODA PRO INJEKCI;
2048;ASPARAGINASUM;ASPARAGINASE;ASPARAGINASA;
2055;BECLOMETASONI DIPROPIONAS;BECLOMETASONE DIPROPIONATE;BEKLOMETASON-DIPROPION¡T;
2058;BENSERAZIDUM;BENSERAZIDE;BENSERAZID;
2064;BENZYDAMINUM;BENZYDAMINE;BENZYDAMIN;
2065;BETAMETHASONI DIPROPIONAS;BETAMETHASONE DIPROPIONATE;BETAMETHASON-DIPROPION¡T;
2067;BIPERIDENI HYDROCHLORIDUM;BIPERIDEN HYDROCHLORIDE;BIPERIDEN-HYDROCHLORID;
2075;BROMHEXINI HYDROCHLORIDUM;BROMHEXINE HYDROCHLORIDE;BROMHEXIN-HYDROCHLORID;
2076;BROMOCRIPTINI MESILAS;BROMOCRIPTINE MESILATE;BROMOKRIPTIN-MESIL¡T;
2090;CAPREOMYCINI SULFAS;CAPREOMYCIN SULFATE;KAPREOMYCIN-SULF¡T;
2095;CARBIDOPUM;CARBIDOPA;KARBIDOPA;
2103;CEFAZOLINUM NATRICUM;CEFAZOLIN SODIUM;SODN¡ SŸL CEFAZOLINU;
2109;CHLORAMPHENICOLI NATRII SUCCINAS;CHLORAMPHENICOL SODIUM SUCCINATE;SODN¡ SŸL CHLORAMFENIKOL-SUKCIN¡TU;
2112;CLOROXINUM;CHLOROXINE;KLOROXIN;
2124;CELECOXIBUM;CELECOXIB;CELEKOXIB;
2126;CLINDAMYCINI PHOSPHAS;CLINDAMYCIN PHOSPHATE;KLINDAMYCIN-FOSF¡T;
2127;CLOBAZAMUM;CLOBAZAM;KLOBAZAM;7
2129;CLOMETHIAZOLUM;CLOMETHIAZOLE;KLOMETHIAZOL;
2136;CALCIUM-ION (2+);CALCIUM ION;KATION V¡PENAT›;
